fg_receipt_id,fg_receipt_number,production_order_item_id,production_order_id,finished_item_id,received_quantity,accepted_quantity,rejected_quantity,uom,receipt_date,received_by,inspection_status,warehouse_location,batch_number,serial_number_start,serial_number_end,remarks
385,FGR-2024-0385,346,346,100,50.000,50.000,0.000,No,2024-04-30,11,Accepted,Finished Goods Warehouse,FG-0000385,SN0000385A,SN0000385Z,Generated finished goods receipt.
386,FGR-2024-0386,347,347,101,41.000,41.000,0.000,No,2024-04-26,12,Accepted,Finished Goods Warehouse,FG-0000386,SN0000386A,SN0000386Z,Generated finished goods receipt.
387,FGR-2024-0387,348,348,102,50.000,50.000,0.000,No,2024-05-07,13,Accepted,Finished Goods Warehouse,FG-0000387,SN0000387A,SN0000387Z,Generated finished goods receipt.
388,FGR-2024-0388,349,349,100,55.000,55.000,0.000,No,2024-04-26,1,Accepted,Finished Goods Warehouse,FG-0000388,SN0000388A,SN0000388Z,Generated finished goods receipt.
389,FGR-2024-0389,350,350,101,49.000,49.000,0.000,No,2024-04-30,3,Accepted,Finished Goods Warehouse,FG-0000389,SN0000389A,SN0000389Z,Generated finished goods receipt.
390,FGR-2024-0390,351,351,102,38.000,38.000,0.000,No,2024-05-01,4,Accepted,Finished Goods Warehouse,FG-0000390,SN0000390A,SN0000390Z,Generated finished goods receipt.
391,FGR-2024-0391,352,352,100,49.000,49.000,0.000,No,2024-05-04,5,Accepted,Finished Goods Warehouse,FG-0000391,SN0000391A,SN0000391Z,Generated finished goods receipt.
392,FGR-2024-0392,353,353,101,10.000,10.000,0.000,No,2024-05-05,6,Accepted,Finished Goods Warehouse,FG-0000392,SN0000392A,SN0000392Z,Generated finished goods receipt.
393,FGR-2024-0393,354,354,102,39.000,39.000,0.000,No,2024-05-04,7,Accepted,Finished Goods Warehouse,FG-0000393,SN0000393A,SN0000393Z,Generated finished goods receipt.
394,FGR-2024-0394,355,355,100,59.000,59.000,0.000,No,2024-05-10,8,Accepted,Finished Goods Warehouse,FG-0000394,SN0000394A,SN0000394Z,Generated finished goods receipt.
395,FGR-2024-0395,356,356,101,24.000,24.000,0.000,No,2024-05-03,9,Accepted,Finished Goods Warehouse,FG-0000395,SN0000395A,SN0000395Z,Generated finished goods receipt.
396,FGR-2024-0396,357,357,102,59.000,59.000,0.000,No,2024-05-04,10,Accepted,Finished Goods Warehouse,FG-0000396,SN0000396A,SN0000396Z,Generated finished goods receipt.
397,FGR-2024-0397,358,358,100,31.000,31.000,0.000,No,2024-05-02,11,Accepted,Finished Goods Warehouse,FG-0000397,SN0000397A,SN0000397Z,Generated finished goods receipt.
398,FGR-2024-0398,359,359,101,31.000,31.000,0.000,No,2024-05-06,12,Accepted,Finished Goods Warehouse,FG-0000398,SN0000398A,SN0000398Z,Generated finished goods receipt.
399,FGR-2024-0399,360,360,102,19.000,19.000,0.000,No,2024-05-09,13,Accepted,Finished Goods Warehouse,FG-0000399,SN0000399A,SN0000399Z,Generated finished goods receipt.
400,FGR-2024-0400,361,361,100,9.000,9.000,0.000,No,2024-05-05,1,Accepted,Finished Goods Warehouse,FG-0000400,SN0000400A,SN0000400Z,Generated finished goods receipt.
401,FGR-2024-0401,362,362,101,52.000,52.000,0.000,No,2024-05-02,3,Accepted,Finished Goods Warehouse,FG-0000401,SN0000401A,SN0000401Z,Generated finished goods receipt.
402,FGR-2024-0402,363,363,102,43.000,43.000,0.000,No,2024-05-05,4,Accepted,Finished Goods Warehouse,FG-0000402,SN0000402A,SN0000402Z,Generated finished goods receipt.
403,FGR-2024-0403,364,364,100,25.000,25.000,0.000,No,2024-05-08,5,Accepted,Finished Goods Warehouse,FG-0000403,SN0000403A,SN0000403Z,Generated finished goods receipt.
404,FGR-2024-0404,365,365,101,56.000,56.000,0.000,No,2024-05-06,6,Accepted,Finished Goods Warehouse,FG-0000404,SN0000404A,SN0000404Z,Generated finished goods receipt.
405,FGR-2024-0405,366,366,102,14.000,14.000,0.000,No,2024-05-12,7,Accepted,Finished Goods Warehouse,FG-0000405,SN0000405A,SN0000405Z,Generated finished goods receipt.
406,FGR-2024-0406,367,367,100,46.000,46.000,0.000,No,2024-05-08,8,Accepted,Finished Goods Warehouse,FG-0000406,SN0000406A,SN0000406Z,Generated finished goods receipt.
407,FGR-2024-0407,368,368,101,30.000,30.000,0.000,No,2024-05-05,9,Accepted,Finished Goods Warehouse,FG-0000407,SN0000407A,SN0000407Z,Generated finished goods receipt.
408,FGR-2024-0408,369,369,102,39.000,39.000,0.000,No,2024-05-15,10,Accepted,Finished Goods Warehouse,FG-0000408,SN0000408A,SN0000408Z,Generated finished goods receipt.
409,FGR-2024-0409,370,370,100,6.000,6.000,0.000,No,2024-05-03,11,Accepted,Finished Goods Warehouse,FG-0000409,SN0000409A,SN0000409Z,Generated finished goods receipt.
410,FGR-2024-0410,371,371,101,39.000,39.000,0.000,No,2024-05-04,12,Accepted,Finished Goods Warehouse,FG-0000410,SN0000410A,SN0000410Z,Generated finished goods receipt.
411,FGR-2024-0411,372,372,102,43.000,43.000,0.000,No,2024-05-02,13,Accepted,Finished Goods Warehouse,FG-0000411,SN0000411A,SN0000411Z,Generated finished goods receipt.
412,FGR-2024-0412,373,373,100,59.000,59.000,0.000,No,2024-05-11,1,Accepted,Finished Goods Warehouse,FG-0000412,SN0000412A,SN0000412Z,Generated finished goods receipt.
413,FGR-2024-0413,374,374,101,22.000,22.000,0.000,No,2024-05-10,3,Accepted,Finished Goods Warehouse,FG-0000413,SN0000413A,SN0000413Z,Generated finished goods receipt.
414,FGR-2024-0414,375,375,102,9.000,9.000,0.000,No,2024-05-09,4,Accepted,Finished Goods Warehouse,FG-0000414,SN0000414A,SN0000414Z,Generated finished goods receipt.
415,FGR-2024-0415,376,376,100,8.000,8.000,0.000,No,2024-05-14,5,Accepted,Finished Goods Warehouse,FG-0000415,SN0000415A,SN0000415Z,Generated finished goods receipt.
416,FGR-2024-0416,377,377,101,11.000,11.000,0.000,No,2024-05-12,6,Accepted,Finished Goods Warehouse,FG-0000416,SN0000416A,SN0000416Z,Generated finished goods receipt.
417,FGR-2024-0417,378,378,102,19.000,19.000,0.000,No,2024-05-12,7,Accepted,Finished Goods Warehouse,FG-0000417,SN0000417A,SN0000417Z,Generated finished goods receipt.
418,FGR-2024-0418,379,379,100,49.000,49.000,0.000,No,2024-05-16,8,Accepted,Finished Goods Warehouse,FG-0000418,SN0000418A,SN0000418Z,Generated finished goods receipt.
419,FGR-2024-0419,380,380,101,13.000,13.000,0.000,No,2024-05-14,9,Accepted,Finished Goods Warehouse,FG-0000419,SN0000419A,SN0000419Z,Generated finished goods receipt.
420,FGR-2024-0420,381,381,102,12.000,12.000,0.000,No,2024-05-12,10,Accepted,Finished Goods Warehouse,FG-0000420,SN0000420A,SN0000420Z,Generated finished goods receipt.
421,FGR-2024-0421,382,382,100,6.000,6.000,0.000,No,2024-05-14,11,Accepted,Finished Goods Warehouse,FG-0000421,SN0000421A,SN0000421Z,Generated finished goods receipt.
422,FGR-2024-0422,383,383,101,24.000,24.000,0.000,No,2024-05-09,12,Accepted,Finished Goods Warehouse,FG-0000422,SN0000422A,SN0000422Z,Generated finished goods receipt.
423,FGR-2024-0423,384,384,102,37.000,37.000,0.000,No,2024-05-09,13,Accepted,Finished Goods Warehouse,FG-0000423,SN0000423A,SN0000423Z,Generated finished goods receipt.
424,FGR-2024-0424,385,385,100,19.000,19.000,0.000,No,2024-05-10,1,Accepted,Finished Goods Warehouse,FG-0000424,SN0000424A,SN0000424Z,Generated finished goods receipt.
425,FGR-2024-0425,386,386,101,30.000,30.000,0.000,No,2024-05-13,3,Accepted,Finished Goods Warehouse,FG-0000425,SN0000425A,SN0000425Z,Generated finished goods receipt.
426,FGR-2024-0426,387,387,102,17.000,17.000,0.000,No,2024-05-14,4,Accepted,Finished Goods Warehouse,FG-0000426,SN0000426A,SN0000426Z,Generated finished goods receipt.
427,FGR-2024-0427,388,388,100,47.000,47.000,0.000,No,2024-05-12,5,Accepted,Finished Goods Warehouse,FG-0000427,SN0000427A,SN0000427Z,Generated finished goods receipt.
428,FGR-2024-0428,389,389,101,4.000,4.000,0.000,No,2024-05-15,6,Accepted,Finished Goods Warehouse,FG-0000428,SN0000428A,SN0000428Z,Generated finished goods receipt.
429,FGR-2024-0429,390,390,102,14.000,14.000,0.000,No,2024-05-16,7,Accepted,Finished Goods Warehouse,FG-0000429,SN0000429A,SN0000429Z,Generated finished goods receipt.
430,FGR-2024-0430,391,391,100,36.000,36.000,0.000,No,2024-05-16,8,Accepted,Finished Goods Warehouse,FG-0000430,SN0000430A,SN0000430Z,Generated finished goods receipt.
431,FGR-2024-0431,392,392,101,51.000,51.000,0.000,No,2024-05-10,9,Accepted,Finished Goods Warehouse,FG-0000431,SN0000431A,SN0000431Z,Generated finished goods receipt.
432,FGR-2024-0432,393,393,102,27.000,27.000,0.000,No,2024-05-15,10,Accepted,Finished Goods Warehouse,FG-0000432,SN0000432A,SN0000432Z,Generated finished goods receipt.
433,FGR-2024-0433,394,394,100,7.000,7.000,0.000,No,2024-05-20,11,Accepted,Finished Goods Warehouse,FG-0000433,SN0000433A,SN0000433Z,Generated finished goods receipt.
434,FGR-2024-0434,395,395,101,35.000,35.000,0.000,No,2024-05-16,12,Accepted,Finished Goods Warehouse,FG-0000434,SN0000434A,SN0000434Z,Generated finished goods receipt.
435,FGR-2024-0435,396,396,102,18.000,18.000,0.000,No,2024-05-20,13,Accepted,Finished Goods Warehouse,FG-0000435,SN0000435A,SN0000435Z,Generated finished goods receipt.
436,FGR-2024-0436,397,397,100,22.000,22.000,0.000,No,2024-05-13,1,Accepted,Finished Goods Warehouse,FG-0000436,SN0000436A,SN0000436Z,Generated finished goods receipt.
437,FGR-2024-0437,398,398,101,55.000,55.000,0.000,No,2024-05-18,3,Accepted,Finished Goods Warehouse,FG-0000437,SN0000437A,SN0000437Z,Generated finished goods receipt.
438,FGR-2024-0438,399,399,102,55.000,55.000,0.000,No,2024-05-12,4,Accepted,Finished Goods Warehouse,FG-0000438,SN0000438A,SN0000438Z,Generated finished goods receipt.
439,FGR-2024-0439,400,400,100,18.000,18.000,0.000,No,2024-05-24,5,Accepted,Finished Goods Warehouse,FG-0000439,SN0000439A,SN0000439Z,Generated finished goods receipt.
440,FGR-2024-0440,401,401,101,36.000,36.000,0.000,No,2024-05-23,6,Accepted,Finished Goods Warehouse,FG-0000440,SN0000440A,SN0000440Z,Generated finished goods receipt.
441,FGR-2024-0441,402,402,102,33.000,33.000,0.000,No,2024-05-14,7,Accepted,Finished Goods Warehouse,FG-0000441,SN0000441A,SN0000441Z,Generated finished goods receipt.
442,FGR-2024-0442,403,403,100,56.000,56.000,0.000,No,2024-05-13,8,Accepted,Finished Goods Warehouse,FG-0000442,SN0000442A,SN0000442Z,Generated finished goods receipt.
443,FGR-2024-0443,404,404,101,56.000,56.000,0.000,No,2024-05-20,9,Accepted,Finished Goods Warehouse,FG-0000443,SN0000443A,SN0000443Z,Generated finished goods receipt.
444,FGR-2024-0444,405,405,102,24.000,24.000,0.000,No,2024-05-23,10,Accepted,Finished Goods Warehouse,FG-0000444,SN0000444A,SN0000444Z,Generated finished goods receipt.
445,FGR-2024-0445,406,406,100,4.000,4.000,0.000,No,2024-05-19,11,Accepted,Finished Goods Warehouse,FG-0000445,SN0000445A,SN0000445Z,Generated finished goods receipt.
446,FGR-2024-0446,407,407,101,5.000,5.000,0.000,No,2024-05-21,12,Accepted,Finished Goods Warehouse,FG-0000446,SN0000446A,SN0000446Z,Generated finished goods receipt.
447,FGR-2024-0447,408,408,102,4.000,4.000,0.000,No,2024-05-22,13,Accepted,Finished Goods Warehouse,FG-0000447,SN0000447A,SN0000447Z,Generated finished goods receipt.
448,FGR-2024-0448,409,409,100,47.000,47.000,0.000,No,2024-05-27,1,Accepted,Finished Goods Warehouse,FG-0000448,SN0000448A,SN0000448Z,Generated finished goods receipt.
449,FGR-2024-0449,410,410,101,44.000,44.000,0.000,No,2024-05-23,3,Accepted,Finished Goods Warehouse,FG-0000449,SN0000449A,SN0000449Z,Generated finished goods receipt.
450,FGR-2024-0450,411,411,102,51.000,51.000,0.000,No,2024-05-27,4,Accepted,Finished Goods Warehouse,FG-0000450,SN0000450A,SN0000450Z,Generated finished goods receipt.
451,FGR-2024-0451,412,412,100,10.000,10.000,0.000,No,2024-05-25,5,Accepted,Finished Goods Warehouse,FG-0000451,SN0000451A,SN0000451Z,Generated finished goods receipt.
452,FGR-2024-0452,413,413,101,8.000,8.000,0.000,No,2024-05-25,6,Accepted,Finished Goods Warehouse,FG-0000452,SN0000452A,SN0000452Z,Generated finished goods receipt.
453,FGR-2024-0453,414,414,102,12.000,12.000,0.000,No,2024-05-28,7,Accepted,Finished Goods Warehouse,FG-0000453,SN0000453A,SN0000453Z,Generated finished goods receipt.
454,FGR-2024-0454,415,415,100,40.000,40.000,0.000,No,2024-05-17,8,Accepted,Finished Goods Warehouse,FG-0000454,SN0000454A,SN0000454Z,Generated finished goods receipt.
455,FGR-2024-0455,416,416,101,3.000,3.000,0.000,No,2024-05-22,9,Accepted,Finished Goods Warehouse,FG-0000455,SN0000455A,SN0000455Z,Generated finished goods receipt.
456,FGR-2024-0456,417,417,102,41.000,41.000,0.000,No,2024-05-25,10,Accepted,Finished Goods Warehouse,FG-0000456,SN0000456A,SN0000456Z,Generated finished goods receipt.
457,FGR-2024-0457,418,418,100,54.000,54.000,0.000,No,2024-05-25,11,Accepted,Finished Goods Warehouse,FG-0000457,SN0000457A,SN0000457Z,Generated finished goods receipt.
458,FGR-2024-0458,419,419,101,11.000,11.000,0.000,No,2024-05-19,12,Accepted,Finished Goods Warehouse,FG-0000458,SN0000458A,SN0000458Z,Generated finished goods receipt.
459,FGR-2024-0459,420,420,102,45.000,45.000,0.000,No,2024-06-01,13,Accepted,Finished Goods Warehouse,FG-0000459,SN0000459A,SN0000459Z,Generated finished goods receipt.
460,FGR-2024-0460,421,421,100,34.000,34.000,0.000,No,2024-05-22,1,Accepted,Finished Goods Warehouse,FG-0000460,SN0000460A,SN0000460Z,Generated finished goods receipt.
461,FGR-2024-0461,422,422,101,56.000,56.000,0.000,No,2024-05-23,3,Accepted,Finished Goods Warehouse,FG-0000461,SN0000461A,SN0000461Z,Generated finished goods receipt.
462,FGR-2024-0462,423,423,102,16.000,16.000,0.000,No,2024-05-28,4,Accepted,Finished Goods Warehouse,FG-0000462,SN0000462A,SN0000462Z,Generated finished goods receipt.
463,FGR-2024-0463,424,424,100,15.000,15.000,0.000,No,2024-06-03,5,Accepted,Finished Goods Warehouse,FG-0000463,SN0000463A,SN0000463Z,Generated finished goods receipt.
464,FGR-2024-0464,425,425,101,4.000,4.000,0.000,No,2024-05-24,6,Accepted,Finished Goods Warehouse,FG-0000464,SN0000464A,SN0000464Z,Generated finished goods receipt.
465,FGR-2024-0465,426,426,102,42.000,42.000,0.000,No,2024-05-28,7,Accepted,Finished Goods Warehouse,FG-0000465,SN0000465A,SN0000465Z,Generated finished goods receipt.
466,FGR-2024-0466,427,427,100,51.000,51.000,0.000,No,2024-05-25,8,Accepted,Finished Goods Warehouse,FG-0000466,SN0000466A,SN0000466Z,Generated finished goods receipt.
467,FGR-2024-0467,428,428,101,5.000,5.000,0.000,No,2024-05-27,9,Accepted,Finished Goods Warehouse,FG-0000467,SN0000467A,SN0000467Z,Generated finished goods receipt.
468,FGR-2024-0468,429,429,102,31.000,31.000,0.000,No,2024-05-28,10,Accepted,Finished Goods Warehouse,FG-0000468,SN0000468A,SN0000468Z,Generated finished goods receipt.
469,FGR-2024-0469,430,430,100,44.000,44.000,0.000,No,2024-05-27,11,Accepted,Finished Goods Warehouse,FG-0000469,SN0000469A,SN0000469Z,Generated finished goods receipt.
470,FGR-2024-0470,431,431,101,46.000,46.000,0.000,No,2024-05-29,12,Accepted,Finished Goods Warehouse,FG-0000470,SN0000470A,SN0000470Z,Generated finished goods receipt.
471,FGR-2024-0471,432,432,102,57.000,57.000,0.000,No,2024-05-25,13,Accepted,Finished Goods Warehouse,FG-0000471,SN0000471A,SN0000471Z,Generated finished goods receipt.
472,FGR-2024-0472,433,433,100,43.000,43.000,0.000,No,2024-05-29,1,Accepted,Finished Goods Warehouse,FG-0000472,SN0000472A,SN0000472Z,Generated finished goods receipt.
473,FGR-2024-0473,434,434,101,54.000,54.000,0.000,No,2024-05-29,3,Accepted,Finished Goods Warehouse,FG-0000473,SN0000473A,SN0000473Z,Generated finished goods receipt.
474,FGR-2024-0474,435,435,102,60.000,60.000,0.000,No,2024-05-26,4,Accepted,Finished Goods Warehouse,FG-0000474,SN0000474A,SN0000474Z,Generated finished goods receipt.
475,FGR-2024-0475,436,436,100,55.000,55.000,0.000,No,2024-05-27,5,Accepted,Finished Goods Warehouse,FG-0000475,SN0000475A,SN0000475Z,Generated finished goods receipt.
476,FGR-2024-0476,437,437,101,29.000,29.000,0.000,No,2024-05-30,6,Accepted,Finished Goods Warehouse,FG-0000476,SN0000476A,SN0000476Z,Generated finished goods receipt.
477,FGR-2024-0477,438,438,102,27.000,27.000,0.000,No,2024-05-31,7,Accepted,Finished Goods Warehouse,FG-0000477,SN0000477A,SN0000477Z,Generated finished goods receipt.
478,FGR-2024-0478,439,439,100,28.000,28.000,0.000,No,2024-06-01,8,Accepted,Finished Goods Warehouse,FG-0000478,SN0000478A,SN0000478Z,Generated finished goods receipt.
479,FGR-2024-0479,440,440,101,56.000,56.000,0.000,No,2024-05-25,9,Accepted,Finished Goods Warehouse,FG-0000479,SN0000479A,SN0000479Z,Generated finished goods receipt.
480,FGR-2024-0480,441,441,102,20.000,20.000,0.000,No,2024-05-30,10,Accepted,Finished Goods Warehouse,FG-0000480,SN0000480A,SN0000480Z,Generated finished goods receipt.
481,FGR-2024-0481,442,442,100,45.000,45.000,0.000,No,2024-06-01,11,Accepted,Finished Goods Warehouse,FG-0000481,SN0000481A,SN0000481Z,Generated finished goods receipt.
482,FGR-2024-0482,443,443,101,39.000,39.000,0.000,No,2024-06-03,12,Accepted,Finished Goods Warehouse,FG-0000482,SN0000482A,SN0000482Z,Generated finished goods receipt.
483,FGR-2024-0483,444,444,102,6.000,6.000,0.000,No,2024-05-31,13,Accepted,Finished Goods Warehouse,FG-0000483,SN0000483A,SN0000483Z,Generated finished goods receipt.
484,FGR-2024-0484,445,445,100,31.000,31.000,0.000,No,2024-06-02,1,Accepted,Finished Goods Warehouse,FG-0000484,SN0000484A,SN0000484Z,Generated finished goods receipt.
485,FGR-2024-0485,446,446,101,13.000,13.000,0.000,No,2024-05-31,3,Accepted,Finished Goods Warehouse,FG-0000485,SN0000485A,SN0000485Z,Generated finished goods receipt.
486,FGR-2024-0486,447,447,102,43.000,43.000,0.000,No,2024-06-03,4,Accepted,Finished Goods Warehouse,FG-0000486,SN0000486A,SN0000486Z,Generated finished goods receipt.
487,FGR-2024-0487,448,448,100,28.000,28.000,0.000,No,2024-06-04,5,Accepted,Finished Goods Warehouse,FG-0000487,SN0000487A,SN0000487Z,Generated finished goods receipt.
488,FGR-2024-0488,449,449,101,24.000,24.000,0.000,No,2024-06-04,6,Accepted,Finished Goods Warehouse,FG-0000488,SN0000488A,SN0000488Z,Generated finished goods receipt.
