production_order_id,production_order_number,customer_order_id,finished_item_id,department_id,planned_quantity,produced_quantity,rejected_quantity,uom,planned_start_date,planned_end_date,actual_start_date,actual_end_date,priority,production_status,created_by,approved_by,remarks
326,PROD-2024-0326,326,101,5,44.000,42.000,1.000,No,2024-04-16,2024-04-24,2024-04-16,2024-04-24,Medium,Completed,3,5,Generated production order.
327,PROD-2024-0327,327,102,5,8.000,6.000,0.000,No,2024-04-18,2024-04-29,2024-04-18,2024-04-29,High,Completed,4,6,Generated production order.
328,PROD-2024-0328,328,100,5,37.000,33.000,1.000,No,2024-04-15,2024-04-19,2024-04-15,2024-04-19,Urgent,Completed,5,7,Generated production order.
329,PROD-2024-0329,329,101,5,30.000,25.000,1.000,No,2024-04-15,2024-04-22,2024-04-15,2024-04-22,Low,Completed,6,8,Generated production order.
330,PROD-2024-0330,330,102,5,12.000,11.000,0.000,No,2024-04-13,2024-04-18,2024-04-13,2024-04-18,Medium,Completed,7,9,Generated production order.
331,PROD-2024-0331,331,100,5,34.000,30.000,1.000,No,2024-04-21,2024-04-25,2024-04-21,2024-04-25,High,Completed,8,10,Generated production order.
332,PROD-2024-0332,332,101,5,18.000,14.000,0.000,No,2024-04-16,2024-04-20,2024-04-16,2024-04-20,Urgent,Completed,9,11,Generated production order.
333,PROD-2024-0333,333,102,5,22.000,18.000,1.000,No,2024-04-20,2024-04-23,2024-04-20,2024-04-23,Low,Completed,10,12,Generated production order.
334,PROD-2024-0334,334,100,5,57.000,54.000,0.000,No,2024-04-20,2024-04-25,2024-04-20,2024-04-25,Medium,Completed,11,13,Generated production order.
335,PROD-2024-0335,335,101,5,25.000,24.000,0.000,No,2024-04-15,2024-04-25,2024-04-15,2024-04-25,High,Completed,12,1,Generated production order.
336,PROD-2024-0336,336,102,5,29.000,27.000,1.000,No,2024-04-19,2024-04-28,2024-04-19,2024-04-28,Urgent,Completed,13,3,Generated production order.
337,PROD-2024-0337,337,100,5,6.000,4.000,1.000,No,2024-04-17,2024-04-26,2024-04-17,2024-04-26,Low,Completed,1,4,Generated production order.
338,PROD-2024-0338,338,101,5,24.000,21.000,1.000,No,2024-04-17,2024-04-23,2024-04-17,2024-04-23,Medium,Completed,3,5,Generated production order.
339,PROD-2024-0339,339,102,5,25.000,23.000,0.000,No,2024-04-21,2024-04-25,2024-04-21,2024-04-25,High,Completed,4,6,Generated production order.
340,PROD-2024-0340,340,100,5,48.000,45.000,1.000,No,2024-04-20,2024-04-24,2024-04-20,2024-04-24,Urgent,Completed,5,7,Generated production order.
341,PROD-2024-0341,341,101,5,15.000,10.000,1.000,No,2024-04-21,2024-04-29,2024-04-21,2024-04-29,Low,Completed,6,8,Generated production order.
342,PROD-2024-0342,342,102,5,60.000,57.000,1.000,No,2024-04-22,2024-04-28,2024-04-22,2024-04-28,Medium,Completed,7,9,Generated production order.
343,PROD-2024-0343,343,100,5,13.000,12.000,0.000,No,2024-04-21,2024-05-01,2024-04-21,2024-05-01,High,Completed,8,10,Generated production order.
344,PROD-2024-0344,344,101,5,41.000,40.000,0.000,No,2024-04-17,2024-04-25,2024-04-17,2024-04-25,Urgent,Completed,9,11,Generated production order.
345,PROD-2024-0345,345,102,5,6.000,3.000,1.000,No,2024-04-23,2024-04-26,2024-04-23,2024-04-26,Low,Completed,10,12,Generated production order.
346,PROD-2024-0346,346,100,5,53.000,50.000,1.000,No,2024-04-22,2024-04-29,2024-04-22,2024-04-29,Medium,Completed,11,13,Generated production order.
347,PROD-2024-0347,347,101,5,42.000,41.000,0.000,No,2024-04-22,2024-04-25,2024-04-22,2024-04-25,High,Completed,12,1,Generated production order.
348,PROD-2024-0348,348,102,5,54.000,50.000,0.000,No,2024-04-25,2024-05-06,2024-04-25,2024-05-06,Urgent,Completed,13,3,Generated production order.
349,PROD-2024-0349,349,100,5,56.000,55.000,0.000,No,2024-04-20,2024-04-25,2024-04-20,2024-04-25,Low,Completed,1,4,Generated production order.
350,PROD-2024-0350,350,101,5,53.000,49.000,0.000,No,2024-04-24,2024-04-29,2024-04-24,2024-04-29,Medium,Completed,3,5,Generated production order.
351,PROD-2024-0351,351,102,5,40.000,38.000,1.000,No,2024-04-25,2024-04-30,2024-04-25,2024-04-30,High,Completed,4,6,Generated production order.
352,PROD-2024-0352,352,100,5,52.000,49.000,0.000,No,2024-04-26,2024-05-03,2024-04-26,2024-05-03,Urgent,Completed,5,7,Generated production order.
353,PROD-2024-0353,353,101,5,13.000,10.000,0.000,No,2024-04-28,2024-05-04,2024-04-28,2024-05-04,Low,Completed,6,8,Generated production order.
354,PROD-2024-0354,354,102,5,43.000,39.000,1.000,No,2024-04-26,2024-05-03,2024-04-26,2024-05-03,Medium,Completed,7,9,Generated production order.
355,PROD-2024-0355,355,100,5,62.000,59.000,0.000,No,2024-04-28,2024-05-09,2024-04-28,2024-05-09,High,Completed,8,10,Generated production order.
356,PROD-2024-0356,356,101,5,29.000,24.000,1.000,No,2024-04-25,2024-05-02,2024-04-25,2024-05-02,Urgent,Completed,9,11,Generated production order.
357,PROD-2024-0357,357,102,5,61.000,59.000,1.000,No,2024-04-24,2024-05-03,2024-04-24,2024-05-03,Low,Completed,10,12,Generated production order.
358,PROD-2024-0358,358,100,5,36.000,31.000,1.000,No,2024-04-28,2024-05-01,2024-04-28,2024-05-01,Medium,Completed,11,13,Generated production order.
359,PROD-2024-0359,359,101,5,35.000,31.000,1.000,No,2024-04-28,2024-05-05,2024-04-28,2024-05-05,High,Completed,12,1,Generated production order.
360,PROD-2024-0360,360,102,5,21.000,19.000,0.000,No,2024-04-29,2024-05-08,2024-04-29,2024-05-08,Urgent,Completed,13,3,Generated production order.
361,PROD-2024-0361,361,100,5,10.000,9.000,0.000,No,2024-04-26,2024-05-04,2024-04-26,2024-05-04,Low,Completed,1,4,Generated production order.
362,PROD-2024-0362,362,101,5,55.000,52.000,0.000,No,2024-04-24,2024-05-01,2024-04-24,2024-05-01,Medium,Completed,3,5,Generated production order.
363,PROD-2024-0363,363,102,5,47.000,43.000,1.000,No,2024-04-24,2024-05-04,2024-04-24,2024-05-04,High,Completed,4,6,Generated production order.
364,PROD-2024-0364,364,100,5,29.000,25.000,0.000,No,2024-04-26,2024-05-07,2024-04-26,2024-05-07,Urgent,Completed,5,7,Generated production order.
365,PROD-2024-0365,365,101,5,59.000,56.000,0.000,No,2024-04-30,2024-05-05,2024-04-30,2024-05-05,Low,Completed,6,8,Generated production order.
366,PROD-2024-0366,366,102,5,17.000,14.000,1.000,No,2024-04-30,2024-05-11,2024-04-30,2024-05-11,Medium,Completed,7,9,Generated production order.
367,PROD-2024-0367,367,100,5,50.000,46.000,1.000,No,2024-05-02,2024-05-07,2024-05-02,2024-05-07,High,Completed,8,10,Generated production order.
368,PROD-2024-0368,368,101,5,33.000,30.000,1.000,No,2024-04-27,2024-05-04,2024-04-27,2024-05-04,Urgent,Completed,9,11,Generated production order.
369,PROD-2024-0369,369,102,5,42.000,39.000,1.000,No,2024-05-03,2024-05-14,2024-05-03,2024-05-14,Low,Completed,10,12,Generated production order.
370,PROD-2024-0370,370,100,5,10.000,6.000,1.000,No,2024-04-27,2024-05-02,2024-04-27,2024-05-02,Medium,Completed,11,13,Generated production order.
371,PROD-2024-0371,371,101,5,43.000,39.000,1.000,No,2024-04-28,2024-05-03,2024-04-28,2024-05-03,High,Completed,12,1,Generated production order.
372,PROD-2024-0372,372,102,5,47.000,43.000,1.000,No,2024-04-28,2024-05-01,2024-04-28,2024-05-01,Urgent,Completed,13,3,Generated production order.
373,PROD-2024-0373,373,100,5,61.000,59.000,0.000,No,2024-05-01,2024-05-10,2024-05-01,2024-05-10,Low,Completed,1,4,Generated production order.
374,PROD-2024-0374,374,101,5,27.000,22.000,1.000,No,2024-04-29,2024-05-09,2024-04-29,2024-05-09,Medium,Completed,3,5,Generated production order.
375,PROD-2024-0375,375,102,5,13.000,9.000,0.000,No,2024-05-03,2024-05-08,2024-05-03,2024-05-08,High,Completed,4,6,Generated production order.
376,PROD-2024-0376,376,100,5,11.000,8.000,1.000,No,2024-05-04,2024-05-13,2024-05-04,2024-05-13,Urgent,Completed,5,7,Generated production order.
377,PROD-2024-0377,377,101,5,15.000,11.000,1.000,No,2024-05-03,2024-05-11,2024-05-03,2024-05-11,Low,Completed,6,8,Generated production order.
378,PROD-2024-0378,378,102,5,22.000,19.000,1.000,No,2024-05-05,2024-05-11,2024-05-05,2024-05-11,Medium,Completed,7,9,Generated production order.
379,PROD-2024-0379,379,100,5,54.000,49.000,1.000,No,2024-05-08,2024-05-15,2024-05-08,2024-05-15,High,Completed,8,10,Generated production order.
380,PROD-2024-0380,380,101,5,18.000,13.000,1.000,No,2024-05-07,2024-05-13,2024-05-07,2024-05-13,Urgent,Completed,9,11,Generated production order.
381,PROD-2024-0381,381,102,5,14.000,12.000,0.000,No,2024-05-02,2024-05-11,2024-05-02,2024-05-11,Low,Completed,10,12,Generated production order.
382,PROD-2024-0382,382,100,5,9.000,6.000,1.000,No,2024-05-07,2024-05-13,2024-05-07,2024-05-13,Medium,Completed,11,13,Generated production order.
383,PROD-2024-0383,383,101,5,26.000,24.000,0.000,No,2024-05-03,2024-05-08,2024-05-03,2024-05-08,High,Completed,12,1,Generated production order.
384,PROD-2024-0384,384,102,5,41.000,37.000,0.000,No,2024-05-05,2024-05-08,2024-05-05,2024-05-08,Urgent,Completed,13,3,Generated production order.
385,PROD-2024-0385,385,100,5,21.000,19.000,0.000,No,2024-05-05,2024-05-09,2024-05-05,2024-05-09,Low,Completed,1,4,Generated production order.
386,PROD-2024-0386,386,101,5,31.000,30.000,0.000,No,2024-05-03,2024-05-12,2024-05-03,2024-05-12,Medium,Completed,3,5,Generated production order.
387,PROD-2024-0387,387,102,5,18.000,17.000,0.000,No,2024-05-03,2024-05-13,2024-05-03,2024-05-13,High,Completed,4,6,Generated production order.
388,PROD-2024-0388,388,100,5,48.000,47.000,0.000,No,2024-05-08,2024-05-11,2024-05-08,2024-05-11,Urgent,Completed,5,7,Generated production order.
389,PROD-2024-0389,389,101,5,8.000,4.000,0.000,No,2024-05-08,2024-05-14,2024-05-08,2024-05-14,Low,Completed,6,8,Generated production order.
390,PROD-2024-0390,390,102,5,17.000,14.000,1.000,No,2024-05-06,2024-05-15,2024-05-06,2024-05-15,Medium,Completed,7,9,Generated production order.
391,PROD-2024-0391,391,100,5,39.000,36.000,0.000,No,2024-05-06,2024-05-15,2024-05-06,2024-05-15,High,Completed,8,10,Generated production order.
392,PROD-2024-0392,392,101,5,55.000,51.000,0.000,No,2024-05-04,2024-05-09,2024-05-04,2024-05-09,Urgent,Completed,9,11,Generated production order.
393,PROD-2024-0393,393,102,5,29.000,27.000,1.000,No,2024-05-11,2024-05-14,2024-05-11,2024-05-14,Low,Completed,10,12,Generated production order.
394,PROD-2024-0394,394,100,5,8.000,7.000,0.000,No,2024-05-08,2024-05-19,2024-05-08,2024-05-19,Medium,Completed,11,13,Generated production order.
395,PROD-2024-0395,395,101,5,38.000,35.000,1.000,No,2024-05-08,2024-05-15,2024-05-08,2024-05-15,High,Completed,12,1,Generated production order.
396,PROD-2024-0396,396,102,5,22.000,18.000,1.000,No,2024-05-08,2024-05-19,2024-05-08,2024-05-19,Urgent,Completed,13,3,Generated production order.
397,PROD-2024-0397,397,100,5,24.000,22.000,0.000,No,2024-05-09,2024-05-12,2024-05-09,2024-05-12,Low,Completed,1,4,Generated production order.
398,PROD-2024-0398,398,101,5,58.000,55.000,0.000,No,2024-05-09,2024-05-17,2024-05-09,2024-05-17,Medium,Completed,3,5,Generated production order.
399,PROD-2024-0399,399,102,5,60.000,55.000,1.000,No,2024-05-07,2024-05-11,2024-05-07,2024-05-11,High,Completed,4,6,Generated production order.
400,PROD-2024-0400,400,100,5,20.000,18.000,1.000,No,2024-05-12,2024-05-23,2024-05-12,2024-05-23,Urgent,Completed,5,7,Generated production order.
401,PROD-2024-0401,401,101,5,40.000,36.000,0.000,No,2024-05-11,2024-05-22,2024-05-11,2024-05-22,Low,Completed,6,8,Generated production order.
402,PROD-2024-0402,402,102,5,34.000,33.000,0.000,No,2024-05-10,2024-05-13,2024-05-10,2024-05-13,Medium,Completed,7,9,Generated production order.
403,PROD-2024-0403,403,100,5,61.000,56.000,1.000,No,2024-05-09,2024-05-12,2024-05-09,2024-05-12,High,Completed,8,10,Generated production order.
404,PROD-2024-0404,404,101,5,59.000,56.000,0.000,No,2024-05-09,2024-05-19,2024-05-09,2024-05-19,Urgent,Completed,9,11,Generated production order.
405,PROD-2024-0405,405,102,5,26.000,24.000,1.000,No,2024-05-15,2024-05-22,2024-05-15,2024-05-22,Low,Completed,10,12,Generated production order.
406,PROD-2024-0406,406,100,5,9.000,4.000,1.000,No,2024-05-10,2024-05-18,2024-05-10,2024-05-18,Medium,Completed,11,13,Generated production order.
407,PROD-2024-0407,407,101,5,8.000,5.000,1.000,No,2024-05-16,2024-05-20,2024-05-16,2024-05-20,High,Completed,12,1,Generated production order.
408,PROD-2024-0408,408,102,5,7.000,4.000,0.000,No,2024-05-14,2024-05-21,2024-05-14,2024-05-21,Urgent,Completed,13,3,Generated production order.
409,PROD-2024-0409,409,100,5,49.000,47.000,1.000,No,2024-05-16,2024-05-26,2024-05-16,2024-05-26,Low,Completed,1,4,Generated production order.
410,PROD-2024-0410,410,101,5,46.000,44.000,1.000,No,2024-05-16,2024-05-22,2024-05-16,2024-05-22,Medium,Completed,3,5,Generated production order.
411,PROD-2024-0411,411,102,5,52.000,51.000,0.000,No,2024-05-17,2024-05-26,2024-05-17,2024-05-26,High,Completed,4,6,Generated production order.
412,PROD-2024-0412,412,100,5,13.000,10.000,1.000,No,2024-05-13,2024-05-24,2024-05-13,2024-05-24,Urgent,Completed,5,7,Generated production order.
413,PROD-2024-0413,413,101,5,13.000,8.000,1.000,No,2024-05-13,2024-05-24,2024-05-13,2024-05-24,Low,Completed,6,8,Generated production order.
414,PROD-2024-0414,414,102,5,16.000,12.000,0.000,No,2024-05-18,2024-05-27,2024-05-18,2024-05-27,Medium,Completed,7,9,Generated production order.
415,PROD-2024-0415,415,100,5,42.000,40.000,1.000,No,2024-05-13,2024-05-16,2024-05-13,2024-05-16,High,Completed,8,10,Generated production order.
416,PROD-2024-0416,416,101,5,6.000,3.000,0.000,No,2024-05-18,2024-05-21,2024-05-18,2024-05-21,Urgent,Completed,9,11,Generated production order.
417,PROD-2024-0417,417,102,5,44.000,41.000,1.000,No,2024-05-13,2024-05-24,2024-05-13,2024-05-24,Low,Completed,10,12,Generated production order.
418,PROD-2024-0418,418,100,5,58.000,54.000,1.000,No,2024-05-17,2024-05-24,2024-05-17,2024-05-24,Medium,Completed,11,13,Generated production order.
419,PROD-2024-0419,419,101,5,15.000,11.000,0.000,No,2024-05-15,2024-05-18,2024-05-15,2024-05-18,High,Completed,12,1,Generated production order.
420,PROD-2024-0420,420,102,5,46.000,45.000,0.000,No,2024-05-20,2024-05-31,2024-05-20,2024-05-31,Urgent,Completed,13,3,Generated production order.
421,PROD-2024-0421,421,100,5,36.000,34.000,1.000,No,2024-05-15,2024-05-21,2024-05-15,2024-05-21,Low,Completed,1,4,Generated production order.
422,PROD-2024-0422,422,101,5,58.000,56.000,0.000,No,2024-05-19,2024-05-22,2024-05-19,2024-05-22,Medium,Completed,3,5,Generated production order.
423,PROD-2024-0423,423,102,5,19.000,16.000,1.000,No,2024-05-18,2024-05-27,2024-05-18,2024-05-27,High,Completed,4,6,Generated production order.
424,PROD-2024-0424,424,100,5,20.000,15.000,1.000,No,2024-05-22,2024-06-02,2024-05-22,2024-06-02,Urgent,Completed,5,7,Generated production order.
425,PROD-2024-0425,425,101,5,5.000,4.000,0.000,No,2024-05-15,2024-05-23,2024-05-15,2024-05-23,Low,Completed,6,8,Generated production order.
426,PROD-2024-0426,426,102,5,44.000,42.000,1.000,No,2024-05-16,2024-05-27,2024-05-16,2024-05-27,Medium,Completed,7,9,Generated production order.
427,PROD-2024-0427,427,100,5,53.000,51.000,0.000,No,2024-05-20,2024-05-24,2024-05-20,2024-05-24,High,Completed,8,10,Generated production order.
428,PROD-2024-0428,428,101,5,7.000,5.000,1.000,No,2024-05-15,2024-05-26,2024-05-15,2024-05-26,Urgent,Completed,9,11,Generated production order.
429,PROD-2024-0429,429,102,5,33.000,31.000,1.000,No,2024-05-20,2024-05-27,2024-05-20,2024-05-27,Low,Completed,10,12,Generated production order.
430,PROD-2024-0430,430,100,5,47.000,44.000,0.000,No,2024-05-23,2024-05-26,2024-05-23,2024-05-26,Medium,Completed,11,13,Generated production order.
431,PROD-2024-0431,431,101,5,51.000,46.000,1.000,No,2024-05-20,2024-05-28,2024-05-20,2024-05-28,High,Completed,12,1,Generated production order.
432,PROD-2024-0432,432,102,5,60.000,57.000,0.000,No,2024-05-20,2024-05-24,2024-05-20,2024-05-24,Urgent,Completed,13,3,Generated production order.
433,PROD-2024-0433,433,100,5,47.000,43.000,0.000,No,2024-05-17,2024-05-28,2024-05-17,2024-05-28,Low,Completed,1,4,Generated production order.
434,PROD-2024-0434,434,101,5,57.000,54.000,1.000,No,2024-05-21,2024-05-28,2024-05-21,2024-05-28,Medium,Completed,3,5,Generated production order.
435,PROD-2024-0435,435,102,5,62.000,60.000,1.000,No,2024-05-21,2024-05-25,2024-05-21,2024-05-25,High,Completed,4,6,Generated production order.
436,PROD-2024-0436,436,100,5,58.000,55.000,0.000,No,2024-05-21,2024-05-26,2024-05-21,2024-05-26,Urgent,Completed,5,7,Generated production order.
437,PROD-2024-0437,437,101,5,33.000,29.000,1.000,No,2024-05-21,2024-05-29,2024-05-21,2024-05-29,Low,Completed,6,8,Generated production order.
438,PROD-2024-0438,438,102,5,31.000,27.000,1.000,No,2024-05-22,2024-05-30,2024-05-22,2024-05-30,Medium,Completed,7,9,Generated production order.
439,PROD-2024-0439,439,100,5,32.000,28.000,1.000,No,2024-05-25,2024-05-31,2024-05-25,2024-05-31,High,Completed,8,10,Generated production order.
440,PROD-2024-0440,440,101,5,61.000,56.000,1.000,No,2024-05-21,2024-05-24,2024-05-21,2024-05-24,Urgent,Completed,9,11,Generated production order.
441,PROD-2024-0441,441,102,5,21.000,20.000,0.000,No,2024-05-22,2024-05-29,2024-05-22,2024-05-29,Low,Completed,10,12,Generated production order.
442,PROD-2024-0442,442,100,5,50.000,45.000,1.000,No,2024-05-22,2024-05-31,2024-05-22,2024-05-31,Medium,Completed,11,13,Generated production order.
443,PROD-2024-0443,443,101,5,43.000,39.000,1.000,No,2024-05-23,2024-06-02,2024-05-23,2024-06-02,High,Completed,12,1,Generated production order.
444,PROD-2024-0444,444,102,5,8.000,6.000,0.000,No,2024-05-22,2024-05-30,2024-05-22,2024-05-30,Urgent,Completed,13,3,Generated production order.
445,PROD-2024-0445,445,100,5,35.000,31.000,0.000,No,2024-05-24,2024-06-01,2024-05-24,2024-06-01,Low,Completed,1,4,Generated production order.
446,PROD-2024-0446,446,101,5,14.000,13.000,0.000,No,2024-05-24,2024-05-30,2024-05-24,2024-05-30,Medium,Completed,3,5,Generated production order.
447,PROD-2024-0447,447,102,5,45.000,43.000,1.000,No,2024-05-27,2024-06-02,2024-05-27,2024-06-02,High,Completed,4,6,Generated production order.
448,PROD-2024-0448,448,100,5,32.000,28.000,0.000,No,2024-05-23,2024-06-03,2024-05-23,2024-06-03,Urgent,Completed,5,7,Generated production order.
449,PROD-2024-0449,449,101,5,27.000,24.000,1.000,No,2024-05-26,2024-06-03,2024-05-26,2024-06-03,Low,Completed,6,8,Generated production order.
450,PROD-2024-0450,450,102,5,9.000,7.000,0.000,No,2024-05-20,2024-05-31,2024-05-20,2024-05-31,Medium,Completed,7,9,Generated production order.
451,PROD-2024-0451,451,100,5,12.000,11.000,0.000,No,2024-05-27,2024-06-02,2024-05-27,2024-06-02,High,Completed,8,10,Generated production order.
452,PROD-2024-0452,452,101,5,51.000,47.000,1.000,No,2024-05-29,2024-06-09,2024-05-29,2024-06-09,Urgent,Completed,9,11,Generated production order.
453,PROD-2024-0453,453,102,5,52.000,51.000,0.000,No,2024-05-29,2024-06-06,2024-05-29,2024-06-06,Low,Completed,10,12,Generated production order.
454,PROD-2024-0454,454,100,5,21.000,19.000,0.000,No,2024-05-25,2024-05-30,2024-05-25,2024-05-30,Medium,Completed,11,13,Generated production order.
455,PROD-2024-0455,455,101,5,54.000,51.000,1.000,No,2024-05-27,2024-06-07,2024-05-27,2024-06-07,High,Completed,12,1,Generated production order.
456,PROD-2024-0456,456,102,5,37.000,33.000,0.000,No,2024-05-23,2024-06-02,2024-05-23,2024-06-02,Urgent,Completed,13,3,Generated production order.
457,PROD-2024-0457,457,100,5,24.000,23.000,0.000,No,2024-05-28,2024-06-06,2024-05-28,2024-06-06,Low,Completed,1,4,Generated production order.
458,PROD-2024-0458,458,101,5,32.000,29.000,0.000,No,2024-05-23,2024-05-27,2024-05-23,2024-05-27,Medium,Completed,3,5,Generated production order.
459,PROD-2024-0459,459,102,5,48.000,43.000,1.000,No,2024-05-27,2024-06-02,2024-05-27,2024-06-02,High,Completed,4,6,Generated production order.
460,PROD-2024-0460,460,100,5,58.000,55.000,0.000,No,2024-05-26,2024-06-05,2024-05-26,2024-06-05,Urgent,Completed,5,7,Generated production order.
461,PROD-2024-0461,461,101,5,31.000,30.000,0.000,No,2024-05-31,2024-06-10,2024-05-31,2024-06-10,Low,Completed,6,8,Generated production order.
462,PROD-2024-0462,462,102,5,24.000,22.000,0.000,No,2024-05-28,2024-06-08,2024-05-28,2024-06-08,Medium,Completed,7,9,Generated production order.
463,PROD-2024-0463,463,100,5,52.000,47.000,1.000,No,2024-05-29,2024-06-09,2024-05-29,2024-06-09,High,Completed,8,10,Generated production order.
464,PROD-2024-0464,464,101,5,35.000,33.000,1.000,No,2024-05-24,2024-06-03,2024-05-24,2024-06-03,Urgent,Completed,9,11,Generated production order.
465,PROD-2024-0465,465,102,5,29.000,26.000,0.000,No,2024-06-01,2024-06-04,2024-06-01,2024-06-04,Low,Completed,10,12,Generated production order.
466,PROD-2024-0466,466,100,5,30.000,29.000,0.000,No,2024-05-27,2024-06-01,2024-05-27,2024-06-01,Medium,Completed,11,13,Generated production order.
467,PROD-2024-0467,467,101,5,36.000,32.000,1.000,No,2024-05-27,2024-06-07,2024-05-27,2024-06-07,High,Completed,12,1,Generated production order.
468,PROD-2024-0468,468,102,5,14.000,11.000,1.000,No,2024-05-28,2024-05-31,2024-05-28,2024-05-31,Urgent,Completed,13,3,Generated production order.
469,PROD-2024-0469,469,100,5,11.000,8.000,1.000,No,2024-06-02,2024-06-08,2024-06-02,2024-06-08,Low,Completed,1,4,Generated production order.
470,PROD-2024-0470,470,101,5,45.000,40.000,1.000,No,2024-06-01,2024-06-10,2024-06-01,2024-06-10,Medium,Completed,3,5,Generated production order.
471,PROD-2024-0471,471,102,5,14.000,13.000,0.000,No,2024-05-30,2024-06-04,2024-05-30,2024-06-04,High,Completed,4,6,Generated production order.
472,PROD-2024-0472,472,100,5,36.000,33.000,0.000,No,2024-05-29,2024-06-05,2024-05-29,2024-06-05,Urgent,Completed,5,7,Generated production order.
473,PROD-2024-0473,473,101,5,52.000,48.000,1.000,No,2024-05-29,2024-06-06,2024-05-29,2024-06-06,Low,Completed,6,8,Generated production order.
474,PROD-2024-0474,474,102,5,19.000,15.000,0.000,No,2024-06-01,2024-06-07,2024-06-01,2024-06-07,Medium,Completed,7,9,Generated production order.
475,PROD-2024-0475,475,100,5,25.000,24.000,0.000,No,2024-05-29,2024-06-08,2024-05-29,2024-06-08,High,Completed,8,10,Generated production order.
