grn_item_id,grn_id,po_item_id,item_id,ordered_quantity,received_quantity,accepted_quantity,rejected_quantity,uom,unit_price,batch_number,manufacturing_date,expiry_date,quality_status,rejection_reason,storage_location,remarks
321,311,921,11,72.000,72.000,72.000,0.000,No,750.00,RM-0000321,2023-12-29,2025-04-25,Accepted,,Central Stores,Generated accepted GRN item.
322,311,922,89,242.000,242.000,242.000,0.000,No,18.00,RM-0000322,2024-01-25,2025-04-25,Accepted,,Central Stores,Generated accepted GRN item.
323,312,923,90,6.000,6.000,6.000,0.000,Sheet,10.15,RM-0000323,2024-02-16,2025-04-30,Accepted,,Central Stores,Generated accepted GRN item.
324,312,924,12,236.000,236.000,236.000,0.000,No,1827.00,RM-0000324,2024-04-05,2025-04-30,Accepted,,Central Stores,Generated accepted GRN item.
325,313,925,13,119.000,119.000,119.000,0.000,No,164.80,RM-0000325,2024-01-04,2025-04-25,Accepted,,Central Stores,Generated accepted GRN item.
326,313,926,91,245.000,245.000,245.000,0.000,No,6.18,RM-0000326,2024-03-05,2025-04-25,Accepted,,Central Stores,Generated accepted GRN item.
327,314,927,92,190.000,190.000,190.000,0.000,m,1.25,RM-0000327,2024-02-05,2025-04-22,Accepted,,Central Stores,Generated accepted GRN item.
328,314,928,14,167.000,167.000,167.000,0.000,No,229.90,RM-0000328,2024-01-28,2025-04-22,Accepted,,Central Stores,Generated accepted GRN item.
329,315,929,15,240.000,240.000,240.000,0.000,No,445.20,RM-0000329,2024-02-25,2025-04-24,Accepted,,Central Stores,Generated accepted GRN item.
330,315,930,93,36.000,36.000,36.000,0.000,No,3.18,RM-0000330,2024-01-10,2025-04-24,Accepted,,Central Stores,Generated accepted GRN item.
331,316,931,94,156.000,156.000,156.000,0.000,No,35.00,RM-0000331,2024-01-02,2025-04-25,Accepted,,Central Stores,Generated accepted GRN item.
332,316,932,16,111.000,111.000,111.000,0.000,No,1300.00,RM-0000332,2024-02-08,2025-04-25,Accepted,,Central Stores,Generated accepted GRN item.
333,317,933,17,54.000,54.000,54.000,0.000,No,2436.00,RM-0000333,2024-01-01,2025-04-14,Accepted,,Central Stores,Generated accepted GRN item.
334,317,934,95,197.000,197.000,197.000,0.000,No,3.05,RM-0000334,2024-03-18,2025-04-14,Accepted,,Central Stores,Generated accepted GRN item.
335,318,935,96,36.000,36.000,36.000,0.000,No,4.12,RM-0000335,2024-02-27,2025-04-15,Accepted,,Central Stores,Generated accepted GRN item.
336,318,936,18,188.000,188.000,188.000,0.000,No,5356.00,RM-0000336,2024-03-08,2025-04-15,Accepted,,Central Stores,Generated accepted GRN item.
337,319,937,19,6.000,6.000,6.000,0.000,No,470.25,RM-0000337,2024-02-18,2025-04-22,Accepted,,Central Stores,Generated accepted GRN item.
338,319,938,97,15.000,15.000,15.000,0.000,No,2.09,RM-0000338,2024-03-12,2025-04-22,Accepted,,Central Stores,Generated accepted GRN item.
339,320,939,98,225.000,225.000,225.000,0.000,No,8.48,RM-0000339,2024-03-07,2025-04-17,Accepted,,Central Stores,Generated accepted GRN item.
340,320,940,20,117.000,117.000,117.000,0.000,No,477.00,RM-0000340,2024-01-19,2025-04-17,Accepted,,Central Stores,Generated accepted GRN item.
341,321,941,21,246.000,246.000,246.000,0.000,No,60.00,RM-0000341,2024-03-10,2025-04-28,Accepted,,Central Stores,Generated accepted GRN item.
342,321,942,99,234.000,234.000,234.000,0.000,No,4.00,RM-0000342,2024-04-01,2025-04-28,Accepted,,Central Stores,Generated accepted GRN item.
343,322,943,1,120.000,120.000,120.000,0.000,No,1827.00,RM-0000343,2024-01-14,2025-04-21,Accepted,,Central Stores,Generated accepted GRN item.
344,322,944,22,106.000,106.000,106.000,0.000,No,121.80,RM-0000344,2024-03-25,2025-04-21,Accepted,,Central Stores,Generated accepted GRN item.
345,323,945,23,70.000,70.000,70.000,0.000,No,123.60,RM-0000345,2024-03-20,2025-04-26,Accepted,,Central Stores,Generated accepted GRN item.
346,323,946,2,457.000,457.000,457.000,0.000,No,2884.00,RM-0000346,2024-03-12,2025-04-26,Accepted,,Central Stores,Generated accepted GRN item.
347,324,947,3,460.000,460.000,460.000,0.000,No,6479.00,RM-0000347,2024-03-31,2025-04-25,Accepted,,Central Stores,Generated accepted GRN item.
348,324,948,24,55.000,55.000,55.000,0.000,No,229.90,RM-0000348,2024-03-06,2025-04-25,Accepted,,Central Stores,Generated accepted GRN item.
349,325,949,25,25.000,25.000,25.000,0.000,No,689.00,RM-0000349,2024-03-10,2025-04-20,Accepted,,Central Stores,Generated accepted GRN item.
350,325,950,4,499.000,499.000,499.000,0.000,No,1272.00,RM-0000350,2024-01-14,2025-04-20,Accepted,,Central Stores,Generated accepted GRN item.
351,326,951,5,147.000,147.000,147.000,0.000,No,2200.00,RM-0000351,2024-03-28,2025-04-21,Accepted,,Central Stores,Generated accepted GRN item.
352,326,952,26,83.000,83.000,83.000,0.000,No,15.00,RM-0000352,2024-03-11,2025-04-21,Accepted,,Central Stores,Generated accepted GRN item.
353,327,953,27,133.000,133.000,133.000,0.000,No,45.68,RM-0000353,2024-01-28,2025-04-19,Accepted,,Central Stores,Generated accepted GRN item.
354,327,954,6,311.000,311.000,311.000,0.000,No,5075.00,RM-0000354,2023-12-24,2025-04-19,Accepted,,Central Stores,Generated accepted GRN item.
355,328,955,7,249.000,249.000,249.000,0.000,No,185.40,RM-0000355,2024-01-20,2025-04-21,Accepted,,Central Stores,Generated accepted GRN item.
356,328,956,28,30.000,30.000,30.000,0.000,No,113.30,RM-0000356,2024-02-25,2025-04-21,Accepted,,Central Stores,Generated accepted GRN item.
357,329,957,29,89.000,89.000,89.000,0.000,kg,888.25,RM-0000357,2024-01-19,2025-04-16,Accepted,,Central Stores,Generated accepted GRN item.
358,329,958,8,227.000,227.000,227.000,0.000,No,250.80,RM-0000358,2024-03-07,2025-04-16,Accepted,,Central Stores,Generated accepted GRN item.
359,330,959,9,153.000,153.000,153.000,0.000,No,381.60,RM-0000359,2024-02-13,2025-04-23,Accepted,,Central Stores,Generated accepted GRN item.
360,330,960,30,89.000,89.000,89.000,0.000,kg,932.80,RM-0000360,2024-02-04,2025-04-23,Accepted,,Central Stores,Generated accepted GRN item.
361,331,961,31,169.000,169.000,169.000,0.000,kg,920.00,RM-0000361,2024-03-03,2025-04-17,Accepted,,Central Stores,Generated accepted GRN item.
362,331,962,10,53.000,53.000,53.000,0.000,No,450.00,RM-0000362,2024-01-15,2025-04-17,Accepted,,Central Stores,Generated accepted GRN item.
363,332,963,11,25.000,25.000,25.000,0.000,No,761.25,RM-0000363,2024-04-11,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
364,332,964,32,79.000,79.000,79.000,0.000,m,35.53,RM-0000364,2024-03-02,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
365,333,965,33,425.000,425.000,425.000,0.000,m,61.80,RM-0000365,2024-03-11,2025-04-28,Accepted,,Central Stores,Generated accepted GRN item.
366,333,966,12,68.000,68.000,68.000,0.000,No,1854.00,RM-0000366,2024-02-24,2025-04-28,Accepted,,Central Stores,Generated accepted GRN item.
367,334,967,13,21.000,21.000,21.000,0.000,No,167.20,RM-0000367,2024-01-08,2025-05-03,Accepted,,Central Stores,Generated accepted GRN item.
368,334,968,34,217.000,217.000,217.000,0.000,m,156.75,RM-0000368,2024-02-08,2025-05-03,Accepted,,Central Stores,Generated accepted GRN item.
369,335,969,35,165.000,165.000,165.000,0.000,No,95.40,RM-0000369,2024-02-10,2025-05-01,Accepted,,Central Stores,Generated accepted GRN item.
370,335,970,14,53.000,53.000,53.000,0.000,No,233.20,RM-0000370,2024-03-14,2025-05-01,Accepted,,Central Stores,Generated accepted GRN item.
371,336,971,15,23.000,23.000,23.000,0.000,No,420.00,RM-0000371,2024-04-09,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
372,336,972,36,142.000,142.000,142.000,0.000,No,180.00,RM-0000372,2024-04-07,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
373,337,973,37,78.000,78.000,78.000,0.000,No,426.30,RM-0000373,2024-01-18,2025-04-30,Accepted,,Central Stores,Generated accepted GRN item.
374,337,974,16,192.000,192.000,192.000,0.000,No,1319.50,RM-0000374,2024-01-20,2025-04-30,Accepted,,Central Stores,Generated accepted GRN item.
375,338,975,17,150.000,150.000,150.000,0.000,No,2472.00,RM-0000375,2024-03-06,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
376,338,976,38,233.000,233.000,233.000,0.000,No,12.36,RM-0000376,2024-03-08,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
377,339,977,39,60.000,60.000,60.000,0.000,No,47.03,RM-0000377,2024-03-09,2025-04-23,Accepted,,Central Stores,Generated accepted GRN item.
378,339,978,18,132.000,132.000,132.000,0.000,No,5434.00,RM-0000378,2024-02-22,2025-04-23,Accepted,,Central Stores,Generated accepted GRN item.
379,340,979,19,204.000,204.000,204.000,0.000,No,477.00,RM-0000379,2024-02-28,2025-04-19,Accepted,,Central Stores,Generated accepted GRN item.
380,340,980,40,13.000,13.000,13.000,0.000,No,127.20,RM-0000380,2023-12-27,2025-04-19,Accepted,,Central Stores,Generated accepted GRN item.
381,341,981,41,189.000,189.000,189.000,0.000,No,1400.00,RM-0000381,2024-03-27,2025-04-30,Accepted,,Central Stores,Generated accepted GRN item.
382,341,982,20,106.000,106.000,106.000,0.000,No,450.00,RM-0000382,2024-03-13,2025-04-30,Accepted,,Central Stores,Generated accepted GRN item.
383,342,983,21,104.000,104.000,104.000,0.000,No,60.90,RM-0000383,2024-03-05,2025-04-22,Accepted,,Central Stores,Generated accepted GRN item.
384,342,984,42,157.000,157.000,157.000,0.000,No,3248.00,RM-0000384,2024-01-24,2025-04-22,Accepted,,Central Stores,Generated accepted GRN item.
385,343,985,43,224.000,224.000,224.000,0.000,No,87.55,RM-0000385,2024-02-07,2025-05-08,Accepted,,Central Stores,Generated accepted GRN item.
386,343,986,22,55.000,55.000,55.000,0.000,No,123.60,RM-0000386,2024-03-01,2025-05-08,Accepted,,Central Stores,Generated accepted GRN item.
387,344,987,23,47.000,47.000,47.000,0.000,No,125.40,RM-0000387,2024-03-20,2025-04-23,Accepted,,Central Stores,Generated accepted GRN item.
388,344,988,44,117.000,117.000,117.000,0.000,No,229.90,RM-0000388,2024-01-13,2025-04-23,Accepted,,Central Stores,Generated accepted GRN item.
389,345,989,45,9.000,9.000,9.000,0.000,No,371.00,RM-0000389,2024-02-20,2025-05-01,Accepted,,Central Stores,Generated accepted GRN item.
390,345,990,24,21.000,21.000,21.000,0.000,No,233.20,RM-0000390,2024-02-14,2025-05-01,Accepted,,Central Stores,Generated accepted GRN item.
391,346,991,25,61.000,61.000,61.000,0.000,No,650.00,RM-0000391,2024-01-26,2025-05-06,Accepted,,Central Stores,Generated accepted GRN item.
392,346,992,46,9.000,9.000,9.000,0.000,No,750.00,RM-0000392,2024-04-08,2025-05-06,Accepted,,Central Stores,Generated accepted GRN item.
393,347,993,47,37.000,37.000,37.000,0.000,Set,456.75,RM-0000393,2024-04-03,2025-04-27,Accepted,,Central Stores,Generated accepted GRN item.
394,347,994,26,250.000,250.000,250.000,0.000,No,15.23,RM-0000394,2024-02-29,2025-04-27,Accepted,,Central Stores,Generated accepted GRN item.
395,348,995,27,136.000,136.000,136.000,0.000,No,46.35,RM-0000395,2024-03-28,2025-05-07,Accepted,,Central Stores,Generated accepted GRN item.
396,348,996,48,23.000,23.000,23.000,0.000,Set,978.50,RM-0000396,2024-04-02,2025-05-07,Accepted,,Central Stores,Generated accepted GRN item.
397,349,997,49,231.000,231.000,231.000,0.000,No,26.13,RM-0000397,2024-02-18,2025-04-30,Accepted,,Central Stores,Generated accepted GRN item.
398,349,998,28,78.000,78.000,78.000,0.000,No,114.95,RM-0000398,2024-01-30,2025-04-30,Accepted,,Central Stores,Generated accepted GRN item.
399,350,999,29,141.000,141.000,141.000,0.000,kg,901.00,RM-0000399,2024-03-08,2025-04-21,Accepted,,Central Stores,Generated accepted GRN item.
400,350,1000,50,34.000,34.000,34.000,0.000,No,42.40,RM-0000400,2024-01-15,2025-04-21,Accepted,,Central Stores,Generated accepted GRN item.
401,351,1001,51,221.000,221.000,221.000,0.000,No,110.00,RM-0000401,2024-01-15,2025-05-03,Accepted,,Central Stores,Generated accepted GRN item.
402,351,1002,30,166.000,166.000,166.000,0.000,kg,880.00,RM-0000402,2024-01-23,2025-05-03,Accepted,,Central Stores,Generated accepted GRN item.
403,352,1003,31,100.000,100.000,100.000,0.000,kg,933.80,RM-0000403,2024-03-01,2025-05-11,Accepted,,Central Stores,Generated accepted GRN item.
404,352,1004,52,58.000,58.000,58.000,0.000,No,2.03,RM-0000404,2024-01-17,2025-05-11,Accepted,,Central Stores,Generated accepted GRN item.
405,353,1005,53,34.000,34.000,34.000,0.000,No,3.09,RM-0000405,2024-01-12,2025-05-01,Accepted,,Central Stores,Generated accepted GRN item.
406,353,1006,32,140.000,140.000,140.000,0.000,m,36.05,RM-0000406,2024-03-03,2025-05-01,Accepted,,Central Stores,Generated accepted GRN item.
407,354,1007,33,363.000,363.000,363.000,0.000,m,62.70,RM-0000407,2024-02-04,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
408,354,1008,54,72.000,72.000,72.000,0.000,No,5.23,RM-0000408,2024-03-04,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
409,355,1009,55,40.000,40.000,40.000,0.000,No,8.48,RM-0000409,2024-01-09,2025-04-27,Accepted,,Central Stores,Generated accepted GRN item.
410,355,1010,34,110.000,110.000,110.000,0.000,m,159.00,RM-0000410,2024-02-22,2025-04-27,Accepted,,Central Stores,Generated accepted GRN item.
411,356,1011,35,250.000,250.000,250.000,0.000,No,90.00,RM-0000411,2024-03-12,2025-05-10,Accepted,,Central Stores,Generated accepted GRN item.
412,356,1012,56,103.000,103.000,103.000,0.000,No,10.00,RM-0000412,2024-01-14,2025-05-10,Accepted,,Central Stores,Generated accepted GRN item.
413,357,1013,57,86.000,86.000,86.000,0.000,No,12.18,RM-0000413,2024-01-29,2025-05-04,Accepted,,Central Stores,Generated accepted GRN item.
414,357,1014,36,83.000,83.000,83.000,0.000,No,182.70,RM-0000414,2024-01-30,2025-05-04,Accepted,,Central Stores,Generated accepted GRN item.
415,358,1015,37,91.000,91.000,91.000,0.000,No,432.60,RM-0000415,2024-01-23,2025-05-03,Accepted,,Central Stores,Generated accepted GRN item.
416,358,1016,58,135.000,135.000,135.000,0.000,No,6.18,RM-0000416,2024-01-10,2025-05-03,Accepted,,Central Stores,Generated accepted GRN item.
417,359,1017,59,137.000,137.000,137.000,0.000,No,5.23,RM-0000417,2024-01-15,2025-05-08,Accepted,,Central Stores,Generated accepted GRN item.
418,359,1018,38,183.000,183.000,183.000,0.000,No,12.54,RM-0000418,2024-01-25,2025-05-08,Accepted,,Central Stores,Generated accepted GRN item.
419,360,1019,39,8.000,8.000,8.000,0.000,No,47.70,RM-0000419,2024-02-28,2025-05-05,Accepted,,Central Stores,Generated accepted GRN item.
420,360,1020,60,20.000,20.000,20.000,0.000,m,19.08,RM-0000420,2024-01-21,2025-05-05,Accepted,,Central Stores,Generated accepted GRN item.
421,361,1021,61,80.000,80.000,80.000,0.000,m,25.00,RM-0000421,2024-02-15,2025-05-01,Accepted,,Central Stores,Generated accepted GRN item.
422,361,1022,40,54.000,54.000,54.000,0.000,No,120.00,RM-0000422,2024-01-21,2025-05-01,Accepted,,Central Stores,Generated accepted GRN item.
423,362,1023,41,35.000,35.000,35.000,0.000,No,1421.00,RM-0000423,2024-03-27,2025-05-12,Accepted,,Central Stores,Generated accepted GRN item.
424,362,1024,62,97.000,97.000,97.000,0.000,m,45.68,RM-0000424,2024-04-13,2025-05-12,Accepted,,Central Stores,Generated accepted GRN item.
425,363,1025,63,113.000,113.000,113.000,0.000,No,3.09,RM-0000425,2024-01-18,2025-05-03,Accepted,,Central Stores,Generated accepted GRN item.
426,363,1026,42,101.000,101.000,101.000,0.000,No,3296.00,RM-0000426,2024-02-21,2025-05-03,Accepted,,Central Stores,Generated accepted GRN item.
427,364,1027,43,141.000,141.000,141.000,0.000,No,88.83,RM-0000427,2024-03-28,2025-04-28,Accepted,,Central Stores,Generated accepted GRN item.
428,364,1028,64,65.000,65.000,65.000,0.000,No,5.23,RM-0000428,2024-03-06,2025-04-28,Accepted,,Central Stores,Generated accepted GRN item.
429,365,1029,65,171.000,171.000,171.000,0.000,No,12.72,RM-0000429,2024-04-03,2025-05-06,Accepted,,Central Stores,Generated accepted GRN item.
430,365,1030,44,49.000,49.000,49.000,0.000,No,233.20,RM-0000430,2024-02-27,2025-05-06,Accepted,,Central Stores,Generated accepted GRN item.
431,366,1031,45,89.000,89.000,89.000,0.000,No,350.00,RM-0000431,2024-03-29,2025-05-07,Accepted,,Central Stores,Generated accepted GRN item.
432,366,1032,66,284.000,284.000,284.000,0.000,No,1.50,RM-0000432,2024-03-25,2025-05-07,Accepted,,Central Stores,Generated accepted GRN item.
433,367,1033,67,168.000,168.000,168.000,0.000,No,2.54,RM-0000433,2024-01-18,2025-05-12,Accepted,,Central Stores,Generated accepted GRN item.
434,367,1034,46,194.000,194.000,194.000,0.000,No,761.25,RM-0000434,2024-01-14,2025-05-12,Accepted,,Central Stores,Generated accepted GRN item.
435,368,1035,47,76.000,76.000,76.000,0.000,Set,463.50,RM-0000435,2024-04-17,2025-05-10,Accepted,,Central Stores,Generated accepted GRN item.
436,368,1036,68,178.000,178.000,178.000,0.000,No,6.18,RM-0000436,2024-01-22,2025-05-10,Accepted,,Central Stores,Generated accepted GRN item.
437,369,1037,69,245.000,245.000,245.000,0.000,No,0.84,RM-0000437,2024-03-30,2025-05-16,Accepted,,Central Stores,Generated accepted GRN item.
438,369,1038,48,6.000,6.000,6.000,0.000,Set,992.75,RM-0000438,2024-03-17,2025-05-16,Accepted,,Central Stores,Generated accepted GRN item.
439,370,1039,49,159.000,159.000,159.000,0.000,No,26.50,RM-0000439,2024-01-23,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
440,370,1040,70,283.000,283.000,283.000,0.000,No,1.27,RM-0000440,2024-01-26,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
441,371,1041,71,179.000,179.000,179.000,0.000,No,2.50,RM-0000441,2024-02-02,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
442,371,1042,50,11.000,11.000,11.000,0.000,No,40.00,RM-0000442,2024-03-02,2025-05-02,Accepted,,Central Stores,Generated accepted GRN item.
443,372,1043,51,133.000,133.000,133.000,0.000,No,111.65,RM-0000443,2024-03-27,2025-05-07,Accepted,,Central Stores,Generated accepted GRN item.
444,372,1044,72,126.000,126.000,126.000,0.000,No,0.81,RM-0000444,2024-01-27,2025-05-07,Accepted,,Central Stores,Generated accepted GRN item.
445,373,1045,73,216.000,216.000,216.000,0.000,No,1.24,RM-0000445,2024-01-26,2025-05-09,Accepted,,Central Stores,Generated accepted GRN item.
446,373,1046,52,221.000,221.000,221.000,0.000,No,2.06,RM-0000446,2024-04-05,2025-05-09,Accepted,,Central Stores,Generated accepted GRN item.
447,374,1047,53,201.000,201.000,201.000,0.000,No,3.14,RM-0000447,2024-03-23,2025-05-13,Accepted,,Central Stores,Generated accepted GRN item.
448,374,1048,74,31.000,31.000,31.000,0.000,No,2.61,RM-0000448,2024-01-18,2025-05-13,Accepted,,Central Stores,Generated accepted GRN item.
449,375,1049,75,256.000,256.000,256.000,0.000,No,4.24,RM-0000449,2024-02-07,2025-05-08,Accepted,,Central Stores,Generated accepted GRN item.
450,375,1050,54,62.000,62.000,62.000,0.000,No,5.30,RM-0000450,2024-04-10,2025-05-08,Accepted,,Central Stores,Generated accepted GRN item.
451,376,1051,55,68.000,68.000,68.000,0.000,No,8.00,RM-0000451,2024-04-11,2025-05-11,Accepted,,Central Stores,Generated accepted GRN item.
452,376,1052,76,472.000,472.000,472.000,0.000,No,7.00,RM-0000452,2024-03-16,2025-05-11,Accepted,,Central Stores,Generated accepted GRN item.
453,377,1053,77,211.000,211.000,211.000,0.000,No,15.23,RM-0000453,2024-04-17,2025-05-07,Accepted,,Central Stores,Generated accepted GRN item.
454,377,1054,56,197.000,197.000,197.000,0.000,No,10.15,RM-0000454,2024-02-19,2025-05-07,Accepted,,Central Stores,Generated accepted GRN item.
455,378,1055,57,206.000,206.000,206.000,0.000,No,12.36,RM-0000455,2024-02-27,2025-05-08,Accepted,,Central Stores,Generated accepted GRN item.
456,378,1056,78,72.000,72.000,72.000,0.000,No,4.12,RM-0000456,2024-02-02,2025-05-08,Accepted,,Central Stores,Generated accepted GRN item.
457,379,1057,79,360.000,360.000,360.000,0.000,No,4.18,RM-0000457,2024-02-05,2025-05-05,Accepted,,Central Stores,Generated accepted GRN item.
458,379,1058,58,74.000,74.000,74.000,0.000,No,6.27,RM-0000458,2024-03-17,2025-05-05,Accepted,,Central Stores,Generated accepted GRN item.
459,380,1059,59,5.000,5.000,5.000,0.000,No,5.30,RM-0000459,2024-02-25,2025-05-12,Accepted,,Central Stores,Generated accepted GRN item.
460,380,1060,80,17051.000,17051.000,17051.000,0.000,ml,0.85,RM-0000460,2024-02-20,2025-05-12,Accepted,,Central Stores,Generated accepted GRN item.
461,381,1061,81,6615.000,6615.000,6615.000,0.000,g,1.20,RM-0000461,2024-04-04,2025-05-13,Accepted,,Central Stores,Generated accepted GRN item.
462,381,1062,60,233.000,233.000,233.000,0.000,m,18.00,RM-0000462,2024-02-26,2025-05-13,Accepted,,Central Stores,Generated accepted GRN item.
463,382,1063,61,318.000,318.000,318.000,0.000,m,25.38,RM-0000463,2024-03-25,2025-05-11,Accepted,,Central Stores,Generated accepted GRN item.
464,382,1064,82,18922.000,18922.000,18922.000,0.000,ml,1.52,RM-0000464,2024-01-18,2025-05-11,Accepted,,Central Stores,Generated accepted GRN item.
465,383,1065,83,26627.000,26627.000,26627.000,0.000,g,0.62,RM-0000465,2024-03-04,2025-05-04,Accepted,,Central Stores,Generated accepted GRN item.
466,383,1066,62,233.000,233.000,233.000,0.000,m,46.35,RM-0000466,2024-03-02,2025-05-04,Accepted,,Central Stores,Generated accepted GRN item.
467,384,1067,63,469.000,469.000,469.000,0.000,No,3.14,RM-0000467,2024-01-28,2025-05-05,Accepted,,Central Stores,Generated accepted GRN item.
468,384,1068,84,98222.000,98222.000,98222.000,0.000,ml,0.26,RM-0000468,2024-02-27,2025-05-05,Accepted,,Central Stores,Generated accepted GRN item.
469,385,1069,85,17520.000,17520.000,17520.000,0.000,g,1.91,RM-0000469,2024-03-19,2025-05-16,Accepted,,Central Stores,Generated accepted GRN item.
470,385,1070,64,411.000,411.000,411.000,0.000,No,5.30,RM-0000470,2024-01-28,2025-05-16,Accepted,,Central Stores,Generated accepted GRN item.
471,386,1071,65,398.000,398.000,398.000,0.000,No,12.00,RM-0000471,2024-03-22,2025-05-14,Accepted,,Central Stores,Generated accepted GRN item.
472,386,1072,86,18912.000,18912.000,18912.000,0.000,g,1.20,RM-0000472,2024-01-19,2025-05-14,Accepted,,Central Stores,Generated accepted GRN item.
473,387,1073,87,19718.000,19718.000,19718.000,0.000,g,0.81,RM-0000473,2024-03-03,2025-05-21,Accepted,,Central Stores,Generated accepted GRN item.
474,387,1074,66,29.000,29.000,29.000,0.000,No,1.52,RM-0000474,2024-04-30,2025-05-21,Accepted,,Central Stores,Generated accepted GRN item.
475,388,1075,67,430.000,430.000,430.000,0.000,No,2.58,RM-0000475,2024-02-19,2025-05-18,Accepted,,Central Stores,Generated accepted GRN item.
476,388,1076,88,155.000,155.000,155.000,0.000,No,46.35,RM-0000476,2024-03-23,2025-05-18,Accepted,,Central Stores,Generated accepted GRN item.
477,389,1077,89,138.000,138.000,138.000,0.000,No,18.81,RM-0000477,2024-02-24,2025-05-10,Accepted,,Central Stores,Generated accepted GRN item.
478,389,1078,68,383.000,383.000,383.000,0.000,No,6.27,RM-0000478,2024-01-31,2025-05-10,Accepted,,Central Stores,Generated accepted GRN item.
479,390,1079,69,210.000,210.000,210.000,0.000,No,0.85,RM-0000479,2024-03-12,2025-05-16,Accepted,,Central Stores,Generated accepted GRN item.
480,390,1080,90,247.000,247.000,247.000,0.000,Sheet,10.60,RM-0000480,2024-04-26,2025-05-16,Accepted,,Central Stores,Generated accepted GRN item.
481,391,1081,91,185.000,185.000,185.000,0.000,No,6.00,RM-0000481,2024-02-05,2025-05-21,Accepted,,Central Stores,Generated accepted GRN item.
