co_id,co_number,customer_id,order_date,required_delivery_date,status,remarks
359,CO-2024-0359,9,2024-04-20,2024-05-19,Confirmed,Generated customer order for finished motor supply.
360,CO-2024-0360,10,2024-04-21,2024-05-05,Confirmed,Generated customer order for finished motor supply.
361,CO-2024-0361,11,2024-04-21,2024-05-06,Confirmed,Generated customer order for finished motor supply.
362,CO-2024-0362,12,2024-04-22,2024-05-17,Confirmed,Generated customer order for finished motor supply.
363,CO-2024-0363,13,2024-04-22,2024-05-08,Confirmed,Generated customer order for finished motor supply.
364,CO-2024-0364,14,2024-04-22,2024-05-06,Confirmed,Generated customer order for finished motor supply.
365,CO-2024-0365,15,2024-04-23,2024-05-10,Confirmed,Generated customer order for finished motor supply.
366,CO-2024-0366,16,2024-04-23,2024-05-16,Confirmed,Generated customer order for finished motor supply.
367,CO-2024-0367,17,2024-04-24,2024-05-25,Confirmed,Generated customer order for finished motor supply.
368,CO-2024-0368,18,2024-04-25,2024-05-30,Confirmed,Generated customer order for finished motor supply.
369,CO-2024-0369,19,2024-04-25,2024-05-24,Confirmed,Generated customer order for finished motor supply.
370,CO-2024-0370,20,2024-04-25,2024-05-28,Confirmed,Generated customer order for finished motor supply.
371,CO-2024-0371,21,2024-04-25,2024-05-18,Confirmed,Generated customer order for finished motor supply.
372,CO-2024-0372,22,2024-04-26,2024-05-16,Confirmed,Generated customer order for finished motor supply.
373,CO-2024-0373,23,2024-04-26,2024-05-27,Confirmed,Generated customer order for finished motor supply.
374,CO-2024-0374,24,2024-04-26,2024-05-13,Confirmed,Generated customer order for finished motor supply.
375,CO-2024-0375,25,2024-04-28,2024-05-29,Confirmed,Generated customer order for finished motor supply.
376,CO-2024-0376,1,2024-04-28,2024-06-02,Confirmed,Generated customer order for finished motor supply.
377,CO-2024-0377,2,2024-04-28,2024-05-18,Confirmed,Generated customer order for finished motor supply.
378,CO-2024-0378,3,2024-04-29,2024-05-25,Confirmed,Generated customer order for finished motor supply.
379,CO-2024-0379,4,2024-04-29,2024-05-29,Confirmed,Generated customer order for finished motor supply.
380,CO-2024-0380,5,2024-04-29,2024-05-29,Confirmed,Generated customer order for finished motor supply.
381,CO-2024-0381,6,2024-04-29,2024-05-14,Confirmed,Generated customer order for finished motor supply.
382,CO-2024-0382,7,2024-04-30,2024-06-04,Confirmed,Generated customer order for finished motor supply.
383,CO-2024-0383,8,2024-04-30,2024-05-23,Confirmed,Generated customer order for finished motor supply.
384,CO-2024-0384,9,2024-04-30,2024-05-11,Confirmed,Generated customer order for finished motor supply.
385,CO-2024-0385,10,2024-04-30,2024-05-13,Confirmed,Generated customer order for finished motor supply.
386,CO-2024-0386,11,2024-04-30,2024-05-28,Confirmed,Generated customer order for finished motor supply.
387,CO-2024-0387,12,2024-05-01,2024-05-22,Confirmed,Generated customer order for finished motor supply.
388,CO-2024-0388,13,2024-05-01,2024-05-13,Confirmed,Generated customer order for finished motor supply.
389,CO-2024-0389,14,2024-05-01,2024-05-24,Confirmed,Generated customer order for finished motor supply.
390,CO-2024-0390,15,2024-05-02,2024-05-27,Confirmed,Generated customer order for finished motor supply.
391,CO-2024-0391,16,2024-05-02,2024-05-14,Confirmed,Generated customer order for finished motor supply.
392,CO-2024-0392,17,2024-05-02,2024-05-21,Confirmed,Generated customer order for finished motor supply.
393,CO-2024-0393,18,2024-05-02,2024-05-24,Confirmed,Generated customer order for finished motor supply.
394,CO-2024-0394,19,2024-05-03,2024-06-02,Confirmed,Generated customer order for finished motor supply.
395,CO-2024-0395,20,2024-05-03,2024-05-29,Confirmed,Generated customer order for finished motor supply.
396,CO-2024-0396,21,2024-05-04,2024-05-16,Confirmed,Generated customer order for finished motor supply.
397,CO-2024-0397,22,2024-05-04,2024-05-29,Confirmed,Generated customer order for finished motor supply.
398,CO-2024-0398,23,2024-05-04,2024-06-06,Confirmed,Generated customer order for finished motor supply.
399,CO-2024-0399,24,2024-05-04,2024-05-15,Confirmed,Generated customer order for finished motor supply.
400,CO-2024-0400,25,2024-05-05,2024-06-09,Confirmed,Generated customer order for finished motor supply.
401,CO-2024-0401,1,2024-05-05,2024-05-17,Confirmed,Generated customer order for finished motor supply.
402,CO-2024-0402,2,2024-05-06,2024-06-01,Confirmed,Generated customer order for finished motor supply.
403,CO-2024-0403,3,2024-05-06,2024-05-25,Confirmed,Generated customer order for finished motor supply.
404,CO-2024-0404,4,2024-05-06,2024-06-04,Confirmed,Generated customer order for finished motor supply.
405,CO-2024-0405,5,2024-05-06,2024-06-06,Confirmed,Generated customer order for finished motor supply.
406,CO-2024-0406,6,2024-05-07,2024-06-08,Confirmed,Generated customer order for finished motor supply.
407,CO-2024-0407,7,2024-05-07,2024-06-08,Confirmed,Generated customer order for finished motor supply.
408,CO-2024-0408,8,2024-05-07,2024-06-07,Confirmed,Generated customer order for finished motor supply.
409,CO-2024-0409,9,2024-05-08,2024-05-26,Confirmed,Generated customer order for finished motor supply.
410,CO-2024-0410,10,2024-05-09,2024-05-31,Confirmed,Generated customer order for finished motor supply.
411,CO-2024-0411,11,2024-05-09,2024-06-06,Confirmed,Generated customer order for finished motor supply.
412,CO-2024-0412,12,2024-05-09,2024-05-23,Confirmed,Generated customer order for finished motor supply.
413,CO-2024-0413,13,2024-05-09,2024-06-03,Confirmed,Generated customer order for finished motor supply.
414,CO-2024-0414,14,2024-05-10,2024-06-02,Confirmed,Generated customer order for finished motor supply.
415,CO-2024-0415,15,2024-05-11,2024-06-15,Confirmed,Generated customer order for finished motor supply.
416,CO-2024-0416,16,2024-05-11,2024-05-22,Confirmed,Generated customer order for finished motor supply.
417,CO-2024-0417,17,2024-05-11,2024-05-23,Confirmed,Generated customer order for finished motor supply.
418,CO-2024-0418,18,2024-05-11,2024-05-21,Confirmed,Generated customer order for finished motor supply.
419,CO-2024-0419,19,2024-05-11,2024-06-04,Confirmed,Generated customer order for finished motor supply.
420,CO-2024-0420,20,2024-05-12,2024-06-05,Confirmed,Generated customer order for finished motor supply.
421,CO-2024-0421,21,2024-05-12,2024-06-06,Confirmed,Generated customer order for finished motor supply.
422,CO-2024-0422,22,2024-05-12,2024-05-28,Confirmed,Generated customer order for finished motor supply.
423,CO-2024-0423,23,2024-05-12,2024-05-29,Confirmed,Generated customer order for finished motor supply.
424,CO-2024-0424,24,2024-05-13,2024-06-02,Confirmed,Generated customer order for finished motor supply.
425,CO-2024-0425,25,2024-05-13,2024-05-24,Confirmed,Generated customer order for finished motor supply.
426,CO-2024-0426,1,2024-05-13,2024-06-11,Confirmed,Generated customer order for finished motor supply.
427,CO-2024-0427,2,2024-05-13,2024-05-24,Confirmed,Generated customer order for finished motor supply.
428,CO-2024-0428,3,2024-05-13,2024-06-09,Confirmed,Generated customer order for finished motor supply.
429,CO-2024-0429,4,2024-05-13,2024-06-03,Confirmed,Generated customer order for finished motor supply.
430,CO-2024-0430,5,2024-05-14,2024-06-18,Confirmed,Generated customer order for finished motor supply.
431,CO-2024-0431,6,2024-05-14,2024-06-11,Confirmed,Generated customer order for finished motor supply.
432,CO-2024-0432,7,2024-05-15,2024-06-06,Confirmed,Generated customer order for finished motor supply.
433,CO-2024-0433,8,2024-05-15,2024-06-12,Confirmed,Generated customer order for finished motor supply.
434,CO-2024-0434,9,2024-05-15,2024-05-28,Confirmed,Generated customer order for finished motor supply.
435,CO-2024-0435,10,2024-05-15,2024-05-29,Confirmed,Generated customer order for finished motor supply.
436,CO-2024-0436,11,2024-05-15,2024-06-06,Confirmed,Generated customer order for finished motor supply.
437,CO-2024-0437,12,2024-05-15,2024-06-16,Confirmed,Generated customer order for finished motor supply.
438,CO-2024-0438,13,2024-05-15,2024-06-15,Confirmed,Generated customer order for finished motor supply.
439,CO-2024-0439,14,2024-05-16,2024-06-04,Confirmed,Generated customer order for finished motor supply.
440,CO-2024-0440,15,2024-05-16,2024-06-02,Confirmed,Generated customer order for finished motor supply.
441,CO-2024-0441,16,2024-05-16,2024-06-20,Confirmed,Generated customer order for finished motor supply.
442,CO-2024-0442,17,2024-05-16,2024-06-09,Confirmed,Generated customer order for finished motor supply.
443,CO-2024-0443,18,2024-05-16,2024-05-29,Confirmed,Generated customer order for finished motor supply.
444,CO-2024-0444,19,2024-05-16,2024-05-31,Confirmed,Generated customer order for finished motor supply.
445,CO-2024-0445,20,2024-05-18,2024-06-18,Confirmed,Generated customer order for finished motor supply.
446,CO-2024-0446,21,2024-05-18,2024-06-20,Confirmed,Generated customer order for finished motor supply.
447,CO-2024-0447,22,2024-05-18,2024-06-20,Confirmed,Generated customer order for finished motor supply.
448,CO-2024-0448,23,2024-05-18,2024-05-28,Confirmed,Generated customer order for finished motor supply.
449,CO-2024-0449,24,2024-05-18,2024-06-18,Confirmed,Generated customer order for finished motor supply.
450,CO-2024-0450,25,2024-05-18,2024-05-30,Confirmed,Generated customer order for finished motor supply.
451,CO-2024-0451,1,2024-05-19,2024-06-19,Confirmed,Generated customer order for finished motor supply.
452,CO-2024-0452,2,2024-05-20,2024-06-21,Confirmed,Generated customer order for finished motor supply.
453,CO-2024-0453,3,2024-05-20,2024-06-08,Confirmed,Generated customer order for finished motor supply.
454,CO-2024-0454,4,2024-05-20,2024-06-04,Confirmed,Generated customer order for finished motor supply.
455,CO-2024-0455,5,2024-05-21,2024-06-18,Confirmed,Generated customer order for finished motor supply.
456,CO-2024-0456,6,2024-05-21,2024-06-01,Confirmed,Generated customer order for finished motor supply.
457,CO-2024-0457,7,2024-05-21,2024-06-15,Confirmed,Generated customer order for finished motor supply.
458,CO-2024-0458,8,2024-05-21,2024-06-08,Confirmed,Generated customer order for finished motor supply.
459,CO-2024-0459,9,2024-05-21,2024-06-11,Confirmed,Generated customer order for finished motor supply.
460,CO-2024-0460,10,2024-05-21,2024-06-21,Confirmed,Generated customer order for finished motor supply.
461,CO-2024-0461,11,2024-05-22,2024-06-26,Confirmed,Generated customer order for finished motor supply.
462,CO-2024-0462,12,2024-05-22,2024-06-11,Confirmed,Generated customer order for finished motor supply.
463,CO-2024-0463,13,2024-05-22,2024-06-08,Confirmed,Generated customer order for finished motor supply.
464,CO-2024-0464,14,2024-05-22,2024-06-22,Confirmed,Generated customer order for finished motor supply.
465,CO-2024-0465,15,2024-05-23,2024-06-12,Confirmed,Generated customer order for finished motor supply.
466,CO-2024-0466,16,2024-05-24,2024-06-08,Confirmed,Generated customer order for finished motor supply.
467,CO-2024-0467,17,2024-05-24,2024-06-26,Confirmed,Generated customer order for finished motor supply.
468,CO-2024-0468,18,2024-05-25,2024-06-29,Confirmed,Generated customer order for finished motor supply.
469,CO-2024-0469,19,2024-05-25,2024-06-11,Confirmed,Generated customer order for finished motor supply.
470,CO-2024-0470,20,2024-05-25,2024-06-08,Confirmed,Generated customer order for finished motor supply.
471,CO-2024-0471,21,2024-05-25,2024-06-07,Confirmed,Generated customer order for finished motor supply.
472,CO-2024-0472,22,2024-05-25,2024-06-19,Confirmed,Generated customer order for finished motor supply.
473,CO-2024-0473,23,2024-05-25,2024-06-12,Confirmed,Generated customer order for finished motor supply.
474,CO-2024-0474,24,2024-05-26,2024-06-21,Confirmed,Generated customer order for finished motor supply.
475,CO-2024-0475,25,2024-05-26,2024-06-24,Confirmed,Generated customer order for finished motor supply.
476,CO-2024-0476,1,2024-05-27,2024-06-06,Confirmed,Generated customer order for finished motor supply.
477,CO-2024-0477,2,2024-05-27,2024-06-28,Confirmed,Generated customer order for finished motor supply.
478,CO-2024-0478,3,2024-05-27,2024-06-06,Confirmed,Generated customer order for finished motor supply.
479,CO-2024-0479,4,2024-05-28,2024-06-09,Confirmed,Generated customer order for finished motor supply.
480,CO-2024-0480,5,2024-05-28,2024-06-25,Confirmed,Generated customer order for finished motor supply.
481,CO-2024-0481,6,2024-05-28,2024-06-23,Confirmed,Generated customer order for finished motor supply.
482,CO-2024-0482,7,2024-05-29,2024-07-03,Confirmed,Generated customer order for finished motor supply.
483,CO-2024-0483,8,2024-05-29,2024-06-22,Confirmed,Generated customer order for finished motor supply.
484,CO-2024-0484,9,2024-05-30,2024-06-19,Confirmed,Generated customer order for finished motor supply.
485,CO-2024-0485,10,2024-05-30,2024-06-26,Confirmed,Generated customer order for finished motor supply.
486,CO-2024-0486,11,2024-05-31,2024-06-29,Confirmed,Generated customer order for finished motor supply.
487,CO-2024-0487,12,2024-05-31,2024-06-27,Confirmed,Generated customer order for finished motor supply.
488,CO-2024-0488,13,2024-05-31,2024-06-19,Confirmed,Generated customer order for finished motor supply.
489,CO-2024-0489,14,2024-05-31,2024-07-04,Confirmed,Generated customer order for finished motor supply.
490,CO-2024-0490,15,2024-06-01,2024-06-18,Confirmed,Generated customer order for finished motor supply.
491,CO-2024-0491,16,2024-06-01,2024-06-20,Confirmed,Generated customer order for finished motor supply.
492,CO-2024-0492,17,2024-06-02,2024-06-19,Confirmed,Generated customer order for finished motor supply.
493,CO-2024-0493,18,2024-06-02,2024-06-19,Confirmed,Generated customer order for finished motor supply.
494,CO-2024-0494,19,2024-06-02,2024-06-17,Confirmed,Generated customer order for finished motor supply.
495,CO-2024-0495,20,2024-06-02,2024-06-27,Confirmed,Generated customer order for finished motor supply.
496,CO-2024-0496,21,2024-06-02,2024-06-30,Confirmed,Generated customer order for finished motor supply.
497,CO-2024-0497,22,2024-06-02,2024-06-23,Confirmed,Generated customer order for finished motor supply.
498,CO-2024-0498,23,2024-06-03,2024-07-06,Confirmed,Generated customer order for finished motor supply.
499,CO-2024-0499,24,2024-06-03,2024-06-25,Confirmed,Generated customer order for finished motor supply.
500,CO-2024-0500,25,2024-06-03,2024-06-25,Confirmed,Generated customer order for finished motor supply.
501,CO-2024-0501,1,2024-06-03,2024-06-14,Confirmed,Generated customer order for finished motor supply.
502,CO-2024-0502,2,2024-06-03,2024-07-06,Confirmed,Generated customer order for finished motor supply.
503,CO-2024-0503,3,2024-06-03,2024-06-16,Confirmed,Generated customer order for finished motor supply.
504,CO-2024-0504,4,2024-06-04,2024-06-18,Confirmed,Generated customer order for finished motor supply.
505,CO-2024-0505,5,2024-06-04,2024-07-08,Confirmed,Generated customer order for finished motor supply.
506,CO-2024-0506,6,2024-06-05,2024-06-28,Confirmed,Generated customer order for finished motor supply.
507,CO-2024-0507,7,2024-06-05,2024-06-16,Confirmed,Generated customer order for finished motor supply.
508,CO-2024-0508,8,2024-06-05,2024-06-26,Confirmed,Generated customer order for finished motor supply.
509,CO-2024-0509,9,2024-06-06,2024-07-01,Confirmed,Generated customer order for finished motor supply.
510,CO-2024-0510,10,2024-06-06,2024-06-16,Confirmed,Generated customer order for finished motor supply.
511,CO-2024-0511,11,2024-06-06,2024-07-05,Confirmed,Generated customer order for finished motor supply.
512,CO-2024-0512,12,2024-06-07,2024-07-04,Confirmed,Generated customer order for finished motor supply.
513,CO-2024-0513,13,2024-06-07,2024-06-17,Confirmed,Generated customer order for finished motor supply.
514,CO-2024-0514,14,2024-06-07,2024-07-03,Confirmed,Generated customer order for finished motor supply.
515,CO-2024-0515,15,2024-06-07,2024-06-22,Confirmed,Generated customer order for finished motor supply.
516,CO-2024-0516,16,2024-06-08,2024-07-07,Confirmed,Generated customer order for finished motor supply.
517,CO-2024-0517,17,2024-06-08,2024-06-27,Confirmed,Generated customer order for finished motor supply.
518,CO-2024-0518,18,2024-06-08,2024-06-23,Confirmed,Generated customer order for finished motor supply.
519,CO-2024-0519,19,2024-06-08,2024-07-01,Confirmed,Generated customer order for finished motor supply.
520,CO-2024-0520,20,2024-06-08,2024-06-29,Confirmed,Generated customer order for finished motor supply.
521,CO-2024-0521,21,2024-06-09,2024-06-27,Confirmed,Generated customer order for finished motor supply.
522,CO-2024-0522,22,2024-06-09,2024-07-11,Confirmed,Generated customer order for finished motor supply.
523,CO-2024-0523,23,2024-06-09,2024-07-05,Confirmed,Generated customer order for finished motor supply.
524,CO-2024-0524,24,2024-06-11,2024-07-03,Confirmed,Generated customer order for finished motor supply.
525,CO-2024-0525,25,2024-06-12,2024-06-27,Confirmed,Generated customer order for finished motor supply.
526,CO-2024-0526,1,2024-06-13,2024-07-07,Confirmed,Generated customer order for finished motor supply.
527,CO-2024-0527,2,2024-06-13,2024-06-23,Confirmed,Generated customer order for finished motor supply.
528,CO-2024-0528,3,2024-06-14,2024-07-17,Confirmed,Generated customer order for finished motor supply.
529,CO-2024-0529,4,2024-06-14,2024-06-24,Confirmed,Generated customer order for finished motor supply.
530,CO-2024-0530,5,2024-06-15,2024-07-13,Confirmed,Generated customer order for finished motor supply.
531,CO-2024-0531,6,2024-06-15,2024-07-03,Confirmed,Generated customer order for finished motor supply.
532,CO-2024-0532,7,2024-06-15,2024-07-13,Confirmed,Generated customer order for finished motor supply.
533,CO-2024-0533,8,2024-06-16,2024-07-05,Confirmed,Generated customer order for finished motor supply.
534,CO-2024-0534,9,2024-06-17,2024-06-27,Confirmed,Generated customer order for finished motor supply.
535,CO-2024-0535,10,2024-06-17,2024-07-21,Confirmed,Generated customer order for finished motor supply.
536,CO-2024-0536,11,2024-06-17,2024-07-16,Confirmed,Generated customer order for finished motor supply.
537,CO-2024-0537,12,2024-06-17,2024-06-28,Confirmed,Generated customer order for finished motor supply.
538,CO-2024-0538,13,2024-06-17,2024-06-27,Confirmed,Generated customer order for finished motor supply.
539,CO-2024-0539,14,2024-06-18,2024-07-11,Confirmed,Generated customer order for finished motor supply.
540,CO-2024-0540,15,2024-06-18,2024-07-22,Confirmed,Generated customer order for finished motor supply.
541,CO-2024-0541,16,2024-06-18,2024-07-13,Confirmed,Generated customer order for finished motor supply.
542,CO-2024-0542,17,2024-06-19,2024-06-29,Confirmed,Generated customer order for finished motor supply.
543,CO-2024-0543,18,2024-06-19,2024-07-17,Confirmed,Generated customer order for finished motor supply.
544,CO-2024-0544,19,2024-06-20,2024-07-11,Confirmed,Generated customer order for finished motor supply.
545,CO-2024-0545,20,2024-06-20,2024-07-16,Confirmed,Generated customer order for finished motor supply.
546,CO-2024-0546,21,2024-06-20,2024-07-09,Confirmed,Generated customer order for finished motor supply.
547,CO-2024-0547,22,2024-06-21,2024-07-01,Confirmed,Generated customer order for finished motor supply.
548,CO-2024-0548,23,2024-06-22,2024-07-02,Confirmed,Generated customer order for finished motor supply.
549,CO-2024-0549,24,2024-06-23,2024-07-19,Confirmed,Generated customer order for finished motor supply.
550,CO-2024-0550,25,2024-06-23,2024-07-19,Confirmed,Generated customer order for finished motor supply.
551,CO-2024-0551,1,2024-06-23,2024-07-11,Confirmed,Generated customer order for finished motor supply.
552,CO-2024-0552,2,2024-06-23,2024-07-05,Confirmed,Generated customer order for finished motor supply.
553,CO-2024-0553,3,2024-06-23,2024-07-23,Confirmed,Generated customer order for finished motor supply.
554,CO-2024-0554,4,2024-06-23,2024-07-06,Confirmed,Generated customer order for finished motor supply.
555,CO-2024-0555,5,2024-06-24,2024-07-08,Confirmed,Generated customer order for finished motor supply.
556,CO-2024-0556,6,2024-06-24,2024-07-15,Confirmed,Generated customer order for finished motor supply.
557,CO-2024-0557,7,2024-06-24,2024-07-22,Confirmed,Generated customer order for finished motor supply.
558,CO-2024-0558,8,2024-06-25,2024-07-30,Confirmed,Generated customer order for finished motor supply.
559,CO-2024-0559,9,2024-06-25,2024-07-21,Confirmed,Generated customer order for finished motor supply.
560,CO-2024-0560,10,2024-06-25,2024-07-29,Confirmed,Generated customer order for finished motor supply.
561,CO-2024-0561,11,2024-06-25,2024-07-21,Confirmed,Generated customer order for finished motor supply.
562,CO-2024-0562,12,2024-06-26,2024-07-28,Confirmed,Generated customer order for finished motor supply.
563,CO-2024-0563,13,2024-06-26,2024-07-10,Confirmed,Generated customer order for finished motor supply.
564,CO-2024-0564,14,2024-06-26,2024-07-07,Confirmed,Generated customer order for finished motor supply.
565,CO-2024-0565,15,2024-06-26,2024-07-23,Confirmed,Generated customer order for finished motor supply.
566,CO-2024-0566,16,2024-06-27,2024-08-01,Confirmed,Generated customer order for finished motor supply.
567,CO-2024-0567,17,2024-06-27,2024-07-26,Confirmed,Generated customer order for finished motor supply.
568,CO-2024-0568,18,2024-06-27,2024-07-15,Confirmed,Generated customer order for finished motor supply.
569,CO-2024-0569,19,2024-06-27,2024-07-19,Confirmed,Generated customer order for finished motor supply.
570,CO-2024-0570,20,2024-06-28,2024-07-10,Confirmed,Generated customer order for finished motor supply.
571,CO-2024-0571,21,2024-06-28,2024-07-16,Confirmed,Generated customer order for finished motor supply.
572,CO-2024-0572,22,2024-06-28,2024-07-25,Confirmed,Generated customer order for finished motor supply.
573,CO-2024-0573,23,2024-06-29,2024-07-13,Confirmed,Generated customer order for finished motor supply.
574,CO-2024-0574,24,2024-06-29,2024-07-21,Confirmed,Generated customer order for finished motor supply.
575,CO-2024-0575,25,2024-06-30,2024-07-17,Confirmed,Generated customer order for finished motor supply.
576,CO-2024-0576,1,2024-06-30,2024-07-22,Confirmed,Generated customer order for finished motor supply.
577,CO-2024-0577,2,2024-06-30,2024-07-29,Confirmed,Generated customer order for finished motor supply.
578,CO-2024-0578,3,2024-07-01,2024-08-03,Confirmed,Generated customer order for finished motor supply.
579,CO-2024-0579,4,2024-07-01,2024-07-21,Confirmed,Generated customer order for finished motor supply.
580,CO-2024-0580,5,2024-07-01,2024-08-01,Confirmed,Generated customer order for finished motor supply.
581,CO-2024-0581,6,2024-07-01,2024-07-29,Confirmed,Generated customer order for finished motor supply.
582,CO-2024-0582,7,2024-07-02,2024-08-04,Confirmed,Generated customer order for finished motor supply.
583,CO-2024-0583,8,2024-07-03,2024-08-01,Confirmed,Generated customer order for finished motor supply.
584,CO-2024-0584,9,2024-07-04,2024-07-28,Confirmed,Generated customer order for finished motor supply.
585,CO-2024-0585,10,2024-07-04,2024-07-31,Confirmed,Generated customer order for finished motor supply.
586,CO-2024-0586,11,2024-07-04,2024-07-22,Confirmed,Generated customer order for finished motor supply.
587,CO-2024-0587,12,2024-07-04,2024-07-31,Confirmed,Generated customer order for finished motor supply.
588,CO-2024-0588,13,2024-07-04,2024-08-01,Confirmed,Generated customer order for finished motor supply.
589,CO-2024-0589,14,2024-07-05,2024-07-30,Confirmed,Generated customer order for finished motor supply.
590,CO-2024-0590,15,2024-07-06,2024-07-18,Confirmed,Generated customer order for finished motor supply.
